tpl,tpu
250.9,0.0
508.05,0.35
774.1,1.85
1053.05,6.05
1347.15,13.9
1674.7,28.4
2029.9,49.5
2435.5,88.05
2926.4,142.3
3586.75,225.95
4477.2,365.4
5029.65,554.6
5393.25,766.9
5599.2,988.25
5734.95,1205.15
5794.75,1416.85
5836.8,1616.85
5849.6,1808.9
5831.7,1991.15
5808.3,2157.15
5768.6,2315.2
5724.7,2460.5
5684.6,2589.85
5641.2,2710.25
5602.2,2818.25
5555.85,2922.25
5510.15,3016.1
5469.3,3100.85
5437.7,3175.25
5405.25,3243.75
5375.75,3305.45
5344.35,3364.0
5319.3,3415.8
5293.6,3464.75
5267.25,3509.65
5243.9,3550.05
5222.9,3586.85
5202.3,3621.05
5184.1,3652.45
5166.6,3680.9
5150.35,3706.8
5135.2,3730.1
5123.9,3749.75
5112.6,3767.85
5101.85,3784.45
5092.3,3800.45
5084.0,3814.05
5076.8,3825.35
5070.1,3836.7
5063.3,3846.95
5058.35,3856.0
5052.25,3865.05
5047.5,3872.4
5043.95,3878.25
5041.55,3883.75
5036.85,3890.3
5032.8,3895.7
5029.95,3900.0
5027.2,3903.95
5024.55,3908.35
5022.1,3911.85
5020.2,3915.1
5017.9,3918.15
5015.75,3921.1
5014.1,3923.6
5011.95,3926.35
5011.05,3928.2
5010.05,3929.7
5007.894736842105,3938.0
5007.315789473684,3939.4210526315787
5006.944444444444,3946.5
5006.117647058823,3948.8823529411766
5005.235294117647,3950.0588235294117
5004.588235294118,3951.1176470588234
5004.35294117647,3951.823529411765
5003.823529411765,3952.529411764706
5002.625,3963.0
5002.25,3963.5625
5001.9375,3964.0
5001.4,3958.3333333333335
5001.266666666666,3958.5333333333333
5000.933333333333,3959.0666666666666
5000.785714285715,3961.5714285714284
5000.714285714285,3961.785714285714
5000.5,3961.6666666666665
5000.636363636364,3969.3636363636365
5000.454545454545,3969.5454545454545
5000.181818181818,3969.818181818182
5000.0,3972.2
4999.555555555556,3981.777777777778
4999.0,3984.0
4998.875,3984.125
4998.875,3984.125
4998.857142857143,3970.5714285714284
4998.857142857143,3970.5714285714284
4998.714285714285,3970.714285714286
4998.714285714285,3970.714285714286
4998.333333333333,3965.0
4998.333333333333,3965.1666666666665
4998.2,3967.6
4998.0,3967.8
4998.0,3967.8
4998.0,3967.8
4998.0,3967.8
4998.2,3967.8
