tpl,tpu
250.9,0.0
508.05,0.35
774.1,1.85
1053.05,6.05
1347.1,13.9
1674.3,28.4
2028.75,49.5
2432.25,87.95
2918.2,141.45
3565.75,224.15
4423.85,360.4
4944.4,541.5
5277.6,743.65
5463.85,952.8
5581.5,1155.0
5635.9,1349.9
5672.2,1533.9
5685.45,1709.05
5668.05,1876.4
5650.7,2025.5
5618.15,2167.95
5582.6,2298.2
5551.25,2414.0
5514.95,2522.65
5483.7,2618.75
5445.65,2711.25
5408.15,2794.85
5375.95,2869.35
5351.5,2935.15
5325.95,2995.7
5302.2,3050.7
5276.3,3102.7
5257.0,3148.1
5236.65,3190.9
5215.3,3230.3
5196.65,3265.55
5180.5,3297.25
5163.5,3327.6
5148.6,3355.3
5134.95,3379.8
5121.7,3402.6
5108.25,3423.95
5099.2,3441.3
5090.25,3456.95
5081.3,3471.6
5073.7,3485.65
5067.05,3497.6
5061.25,3507.45
5056.25,3517.05
5050.6,3526.15
5046.6,3534.2
5041.6,3542.15
5037.75,3548.6
5035.35,3553.3
5033.45,3558.3
5029.35,3564.25
5026.0,3568.95
5023.75,3572.65
5021.5,3576.1
5019.65,3579.7
5017.5,3582.9
5016.05,3585.7
5014.15,3588.35
5012.65,3590.65
5011.2,3592.95
5009.45,3595.3
5008.95,3596.75
5008.2,3598.0
5006.263157894737,3603.4210526315787
5005.894736842105,3604.6315789473683
5005.666666666667,3609.777777777778
5004.941176470588,3610.764705882353
5004.294117647059,3611.705882352941
5003.64705882353,3612.764705882353
5003.470588235294,3613.4117647058824
5003.0,3614.0588235294117
5001.8125,3622.8125
5001.5625,3623.25
5001.3125,3623.625
5000.8,3618.733333333333
5000.8,3618.8
5000.533333333334,3619.266666666667
5000.428571428572,3621.8571428571427
5000.357142857143,3622.0714285714284
5000.166666666667,3624.3333333333335
5000.363636363636,3630.6363636363635
5000.181818181818,3630.818181818182
5000.0,3631.0
4999.8,3632.2
4999.444444444444,3641.0
4999.0,3646.0
4998.875,3646.125
4998.875,3646.125
4998.857142857143,3632.4285714285716
4998.857142857143,3632.4285714285716
4998.714285714285,3632.5714285714284
4998.714285714285,3632.5714285714284
4998.333333333333,3625.3333333333335
4998.333333333333,3625.5
4998.2,3625.4
4998.0,3625.6
4998.0,3625.6
4998.0,3625.6
4998.0,3625.6
4998.2,3625.6
