tpl,tpu
250.8,0.0
506.4,0.35
769.5,1.4
1043.05,4.75
1327.05,10.4
1638.9,22.1
1976.05,39.15
2357.45,70.25
2813.8,115.4
3430.15,185.9
4258.3,306.25
4809.25,469.9
5178.4,662.3
5389.45,863.15
5532.2,1058.45
5594.6,1251.0
5648.0,1430.1
5665.0,1604.6
5657.45,1770.1
5643.35,1917.85
5613.85,2060.0
5579.2,2189.85
5548.3,2306.2
5513.0,2415.2
5483.25,2511.05
5446.35,2603.65
5407.4,2688.1
5375.85,2762.15
5351.45,2828.1
5325.05,2889.15
5301.75,2943.9
5275.95,2995.65
5256.25,3041.35
5236.25,3083.95
5214.8,3123.4
5196.2,3158.6
5180.35,3190.05
5163.2,3220.4
5148.05,3248.3
5134.25,3272.9
5121.0,3295.7
5107.55,3317.1
5098.7,3334.2
5089.8,3349.8
5080.7,3364.55
5073.05,3378.65
5066.55,3390.45
5060.85,3400.2
5055.65,3409.95
5050.1,3418.95
5046.15,3426.95
5041.15,3434.9
5037.35,3441.3
5034.9,3446.05
5033.0,3451.05
5028.85,3457.05
5025.5,3461.75
5023.35,3465.35
5021.1,3468.8
5019.25,3472.4
5017.15,3475.55
5015.7,3478.35
5013.8,3481.0
5012.25,3483.35
5010.85,3485.6
5009.2,3487.85
5008.8,3489.2
5008.1,3490.4
5006.1578947368425,3494.7894736842104
5005.789473684211,3496.0
5005.555555555556,3499.5
5004.882352941177,3498.529411764706
5004.235294117647,3499.470588235294
5003.588235294118,3500.529411764706
5003.411764705882,3501.176470588235
5002.941176470588,3501.823529411765
5001.75,3508.3125
5001.4375,3508.8125
5001.1875,3509.1875
5000.733333333334,3507.866666666667
5000.733333333334,3507.9333333333334
5000.466666666666,3508.4
5000.357142857143,3509.0714285714284
5000.285714285715,3509.285714285714
5000.083333333333,3506.25
5000.272727272727,3507.5454545454545
5000.090909090909,3507.7272727272725
4999.909090909091,3507.909090909091
4999.7,3506.9
4999.444444444444,3509.8888888888887
4999.0,3510.375
4998.875,3510.5
4998.875,3510.5
4998.857142857143,3497.714285714286
4998.857142857143,3497.714285714286
4998.714285714285,3497.8571428571427
4998.714285714285,3497.8571428571427
4998.333333333333,3500.8333333333335
4998.333333333333,3501.0
4998.2,3494.0
4998.0,3494.2
4998.0,3494.2
4998.0,3494.2
4998.0,3494.2
4998.2,3494.2
