tpl,tpu
250.25,0.0
501.9,0.0
755.05,0.15
1012.0,0.55
1270.85,1.5
1535.15,2.85
1806.95,5.15
2084.0,9.05
2370.8,14.3
2662.7,21.6
2965.85,30.3
3279.7,42.4
3610.5,56.85
3957.85,77.45
4321.3,103.9
4718.75,135.8
5142.95,176.55
5606.85,226.4
6156.1,290.25
6838.05,371.85
7734.0,482.7
8660.15,626.05
9294.7,792.75
9916.2,977.0
10265.1,1176.95
10585.15,1381.0
10880.85,1586.5
11105.1,1803.15
11262.6,2024.85
11412.75,2233.6
11517.45,2440.8
11590.65,2650.55
11635.1,2858.4
11658.15,3061.5
11684.75,3251.15
11695.7,3435.85
11692.8,3616.95
11673.05,3793.9
11643.25,3966.45
11631.25,4126.15
11593.15,4286.25
11565.25,4438.1
11524.25,4585.1
11490.0,4727.15
11445.35,4863.4
11403.45,4991.2
11361.65,5116.5
11322.25,5234.6
11279.4,5348.05
11234.8,5455.05
11189.3,5560.4
11147.2,5661.25
11107.5,5756.1
11067.7,5846.05
11028.05,5934.6
10986.7,6019.05
10944.1,6100.5
10900.25,6178.95
10863.65,6252.9
10827.9,6323.9
10790.7,6392.4
10757.4,6457.7
10722.8,6517.7
10693.6,6574.8
10664.85,6629.5
10640.75,6680.95
10612.3,6731.4
10584.7,6778.6
10560.25,6823.3
10536.6,6866.2
10510.8,6909.75
10486.7,6949.1
10465.6,6987.05
10444.8,7023.15
10427.1,7056.4
10406.4,7089.4
10386.65,7120.1
10367.5,7150.65
10350.55,7179.6
10333.5,7207.0
10317.8,7233.3
10304.45,7256.15
10292.15,7278.0
10280.45,7298.3
10267.25,7320.35
10255.7,7339.7
10243.4,7358.7
10233.05,7376.6
10224.9,7391.95
10214.5,7408.1
10205.45,7423.6
10196.25,7438.35
10186.75,7452.6
10178.7,7465.85
10169.45,7479.05
10160.4,7492.05
10152.3,7504.9
10144.7,7516.9
10136.45,7528.5
10129.6,7539.15
10123.75,7548.85
10117.05,7558.15
10112.1,7566.8
10108.75,7573.4
10104.5,7580.45
10099.6,7588.1
10094.05,7595.35
10087.5,7603.8
10082.9,7610.6
10079.05,7617.05
10074.85,7623.0
10071.35,7628.55
10068.35,7633.2
10065.75,7638.15
10061.85,7643.55
10058.65,7648.25
10056.6,7652.35
10053.7,7656.25
10050.9,7660.0
10048.25,7663.55
10045.45,7667.15
10042.35,7671.3
10041.1,7674.35
10038.85,7677.5
10036.85,7680.45
10034.25,7683.85
10032.9,7686.25
10031.25,7688.65
10029.1,7691.55
10027.8,7693.8
10026.1,7696.25
10024.95,7698.05
10023.75,7699.8
10022.65,7701.55
10021.4,7703.45
10020.4,7705.0
10019.35,7706.5
10018.6,7707.75
10017.7,7709.35
10016.5,7711.0
10015.1,7712.65
10014.45,7713.8
10013.65,7714.75
10012.55,7716.1
10011.9,7717.15
10011.1,7718.4
10010.65,7719.35
10010.25,7720.2
10009.85,7720.85
10009.75,7721.6
10009.35,7722.2
10008.95,7722.85
10008.25,7723.75
10007.95,7724.4
10007.5,7724.95
10007.21052631579,7729.421052631579
10006.578947368422,7730.1578947368425
10006.052631578947,7730.736842105263
10005.947368421053,7731.105263157895
10005.526315789473,7731.578947368421
10005.315789473685,7732.0
10005.105263157895,7732.473684210527
10005.21052631579,7732.526315789473
10004.947368421053,7733.0
10004.64705882353,7735.705882352941
10004.35294117647,7736.235294117647
10004.176470588236,7736.411764705882
10004.058823529413,7736.764705882353
10004.176470588236,7736.823529411765
10004.058823529413,7736.941176470588
10003.375,7740.25
10003.1875,7740.5625
10002.8,7749.0
10002.642857142857,7753.0
10002.357142857143,7753.357142857143
10002.076923076924,7759.307692307692
10001.692307692309,7759.692307692308
10001.307692307691,7760.076923076923
10001.0,7763.166666666667
10001.083333333334,7763.166666666667
10001.083333333334,7763.25
10001.166666666666,7763.25
10001.083333333334,7763.333333333333
10000.833333333334,7763.666666666667
10000.727272727272,7770.272727272727
10000.545454545454,7770.454545454545
10000.545454545454,7770.454545454545
10000.333333333334,7790.888888888889
10000.222222222223,7791.0
10000.0,7791.222222222223
10000.0,7791.222222222223
9999.888888888889,7791.333333333333
9999.777777777777,7791.444444444444
9999.714285714286,7792.714285714285
9999.285714285714,7793.142857142857
9999.285714285714,7793.142857142857
9999.142857142857,7793.285714285715
9999.42857142857,7793.285714285715
9999.42857142857,7793.285714285715
9999.42857142857,7793.285714285715
9999.285714285714,7793.428571428572
9999.285714285714,7793.428571428572
9999.0,7793.714285714285
9999.0,7810.0
9998.833333333334,7810.166666666667
9998.833333333334,7810.166666666667
9998.833333333334,7810.166666666667
9998.833333333334,7810.166666666667
9998.6,7789.4
