n,ipl
1499,15971
2999,15754
4499,15857
5999,15887
7499,15748
8999,15777
10499,15501
11999,15545
13499,15489
14999,15557
16499,15606
17999,15606
19499,15521
20999,15443
22499,15472
23999,15508
25499,15460
26999,15540
28499,15478
29999,15439
31499,15522
32999,15461
34499,15364
35999,15384
37499,15328
38999,15309
40499,15385
41999,15505
43499,15505
44999,15434
46499,15325
47999,15271
49499,15322
50999,15320
52499,15276
53999,15248
55499,15321
56999,15294
58499,15325
59999,15341
61499,15421
62999,15338
64499,15284
65999,15229
67499,15323
68999,15245
70499,15321
71999,15303
73499,15311
74999,15256
76499,15275
77999,15226
79499,15329
80999,15364
82499,15491
83999,15510
85499,15401
86999,15467
88499,15390
89999,15490
91499,15580
92999,15368
94499,15400
95999,15315
97499,15381
98999,15413
100499,15422
101999,15481
103499,15386
104999,15397
106499,15446
107999,15269
109499,15403
110999,15430
112499,15426
113999,15459
115499,15340
116999,15301
118499,15244
119999,15204
121499,15219
122999,15378
124499,15267
125999,15274
127499,15303
128999,15447
130499,15315
131999,15316
133499,15413
134999,15433
136499,15406
137999,15440
139499,15371
140999,15449
142499,15354
143999,15396
145499,15405
146999,15342
148499,15436
149999,15464
151499,15311
152999,15306
154499,15330
155999,15314
157499,15363
158999,15515
160499,15569
161999,15563
163499,15513
164999,15573
166499,15541
167999,15451
169499,15657
170999,15547
172499,15615
173999,15537
175499,15537
176999,15581
178499,15633
179999,15665
181499,15436
182999,15470
184499,15495
185999,15586
187499,15458
188999,15454
190499,15400
191999,15396
193499,15496
194999,15504
196499,15470
197999,15480
199499,15499
200999,15464
202499,15462
203999,15425
205499,15439
206999,15396
208499,15407
209999,15437
211499,15452
212999,15332
214499,15426
215999,15257
217499,15316
218999,15443
220499,15391
221999,15426
223499,15395
224999,15532
226499,15505
227999,15379
229499,15380
230999,15421
232499,15423
233999,15475
235499,15363
236999,15473
238499,15475
239999,15475
241499,15441
242999,15434
244499,15553
245999,15486
247499,15382
248999,15453
250499,15310
251999,15382
253499,15348
254999,15439
256499,15377
257999,15371
259499,15464
260999,15487
262499,15594
263999,15593
265499,15510
266999,15684
268499,15671
269999,15505
271499,15460
272999,15421
274499,15463
275999,15464
277499,15560
278999,15484
280499,15460
281999,15461
283499,15381
284999,15496
286499,15564
287999,15612
289499,15577
290999,15275
292499,15385
293999,15317
295499,15439
296999,15437
298499,15583
299999,15701
301499,15541
302999,15789
