n,ipl
999,11256
1999,11263
2999,11151
3999,10946
4999,10862
5999,10917
6999,10809
7999,10670
8999,10626
9999,10775
10999,10727
11999,10607
12999,10622
13999,10575
14999,10521
15999,10588
16999,10641
17999,10694
18999,10694
19999,10744
20999,10536
21999,10641
22999,10628
23999,10490
24999,10555
25999,10652
26999,10836
27999,10589
28999,10540
29999,10590
30999,10554
31999,10642
32999,10428
33999,10349
34999,10194
35999,10376
36999,10385
37999,10353
38999,10356
39999,10332
40999,10476
41999,10282
42999,10200
43999,10211
44999,10194
45999,10340
46999,10259
47999,10204
48999,10107
49999,10203
50999,10203
51999,10199
52999,10249
53999,10249
54999,10187
55999,10396
56999,10462
57999,10366
58999,10469
59999,10395
60999,10243
61999,10144
62999,10209
63999,10326
64999,10414
65999,10474
66999,10511
67999,10398
68999,10400
69999,10487
70999,10388
71999,10413
72999,10516
73999,10555
74999,10501
75999,10397
76999,10420
77999,10407
78999,10143
79999,10267
80999,10247
81999,10207
82999,10335
83999,10150
84999,10272
85999,10288
86999,10348
87999,10360
88999,10421
89999,10215
90999,10262
91999,10309
92999,10303
93999,9930
94999,9841
95999,9992
96999,9971
97999,10114
98999,10167
99999,10103
100999,10062
101999,10040
102999,10063
103999,9973
104999,9966
105999,10031
106999,10106
107999,10185
108999,10164
109999,10194
110999,10141
111999,10240
112999,10175
113999,10048
114999,9971
115999,9844
116999,9889
117999,9878
118999,9986
119999,9977
120999,9994
121999,9990
122999,9844
123999,9921
124999,9862
125999,9802
126999,9763
127999,9946
128999,9942
129999,9997
130999,9971
131999,9908
132999,9914
133999,10021
134999,9904
135999,9998
136999,9967
137999,9926
138999,9947
139999,9828
140999,9963
141999,9946
142999,9947
143999,9855
144999,9887
145999,9964
146999,10020
147999,10032
148999,10078
149999,10055
150999,9989
151999,9993
152999,9968
153999,10040
154999,10018
155999,10057
156999,10072
157999,9971
158999,9944
159999,9950
160999,9998
161999,10031
162999,10064
163999,10046
164999,10123
165999,10178
166999,9982
167999,9997
168999,10047
169999,9912
170999,9815
171999,9802
172999,9858
173999,9786
174999,9900
175999,9858
176999,9789
177999,9793
178999,9830
179999,9801
180999,9944
181999,9895
182999,9934
183999,9950
184999,9885
185999,9925
186999,9877
187999,9871
188999,9870
189999,9735
190999,9796
191999,9777
192999,9879
193999,9859
194999,9863
195999,9832
196999,9800
197999,9818
198999,9851
199999,9804
200999,9742
201999,9743
202999,9766
203999,9807
204999,9846
205999,9792
206999,9801
207999,9654
208999,9667
209999,9735
210999,9794
211999,9756
212999,9796
213999,9821
214999,9789
215999,9858
216999,9930
217999,9793
218999,9928
219999,9880
220999,9992
221999,9846
222999,9909
223999,9945
224999,9849
225999,9859
226999,9850
227999,9997
228999,9856
229999,9796
230999,9868
231999,9825
232999,9930
233999,9883
234999,9950
235999,9859
236999,9837
237999,9914
238999,9933
239999,9876
240999,9867
241999,9956
242999,9953
243999,9815
244999,9917
245999,9893
246999,9981
247999,9861
248999,9887
249999,9904
250999,10043
251999,9913
252999,9985
253999,9907
254999,10066
255999,10052
256999,9874
257999,9894
258999,9957
259999,9966
260999,9867
261999,9876
262999,9973
263999,9929
264999,9856
265999,9882
266999,9872
267999,10005
268999,9915
269999,9970
270999,10080
271999,10156
272999,10076
273999,10094
274999,10077
275999,10044
276999,9952
277999,10032
278999,9959
279999,9905
280999,9982
281999,9903
282999,9936
283999,9900
284999,9854
285999,9927
286999,9993
287999,9908
288999,9851
289999,9905
290999,9883
291999,9882
292999,9980
293999,9922
294999,9931
295999,10029
296999,10077
297999,9890
298999,9689
299999,9781
300999,9854
301999,9777
302999,9887
303999,9838
304999,9865
305999,9821
306999,9646
307999,9667
308999,9738
309999,9817
310999,9902
311999,9797
312999,9795
313999,9785
314999,9844
315999,9961
316999,9714
317999,9716
318999,9657
319999,9660
320999,9708
321999,9630
322999,9614
323999,9612
324999,9745
325999,9670
326999,9661
327999,9722
328999,9716
329999,9540
330999,9627
331999,9670
332999,9637
333999,9724
334999,9743
335999,9714
336999,9553
337999,9671
338999,9645
339999,9603
340999,9517
341999,9523
342999,9467
343999,9601
344999,9679
345999,9730
346999,9696
347999,9708
348999,9782
349999,9741
350999,9713
351999,9753
352999,9670
353999,9667
354999,9678
355999,9568
356999,9536
357999,9672
358999,9754
359999,9646
360999,9740
361999,9731
362999,9660
363999,9652
364999,9660
365999,9798
366999,9836
367999,9814
368999,9768
369999,9847
370999,9776
371999,9729
372999,9714
373999,9788
374999,9757
375999,9749
376999,9751
377999,9693
378999,9842
379999,9779
380999,9783
381999,9762
382999,9735
383999,9807
384999,9782
385999,9800
386999,9834
387999,9758
388999,9750
389999,9820
390999,9934
391999,9891
392999,9839
393999,9776
394999,9803
395999,9742
396999,9786
397999,9700
398999,9787
399999,9763
400999,9737
401999,9695
402999,9815
403999,9819
404999,9805
405999,9816
406999,9853
407999,9883
408999,9951
409999,9990
410999,9926
411999,9964
412999,10001
413999,10014
414999,10011
415999,9995
416999,9934
417999,9920
418999,10096
419999,9992
420999,9979
421999,9949
422999,9948
423999,9818
424999,9755
425999,9845
426999,9779
427999,9826
428999,9772
429999,9766
430999,9757
431999,9826
432999,9884
433999,10009
434999,10000
435999,9978
436999,10031
437999,10048
438999,9991
439999,10018
440999,10002
441999,10110
442999,10003
443999,9945
444999,10019
445999,9942
446999,9939
447999,9926
448999,9874
449999,9929
450999,9768
451999,9745
452999,9772
453999,9857
454999,9799
455999,9808
456999,9856
457999,9864
458999,9852
459999,9769
460999,9736
461999,9807
462999,9821
463999,9845
464999,9780
465999,9676
466999,9706
467999,9827
468999,9870
469999,9734
470999,9801
471999,9918
472999,9967
473999,9886
474999,9851
475999,9796
476999,9869
477999,9714
478999,9886
479999,9838
480999,9785
481999,9731
482999,9745
483999,9682
484999,9703
485999,9696
486999,9647
487999,9701
488999,9749
489999,9724
490999,9782
491999,9762
492999,9757
493999,9799
494999,9857
495999,9855
496999,9895
497999,9911
498999,9875
499999,9865
500999,9814
501999,9732
502999,9714
503999,9730
504999,9725
505999,9721
506999,9627
507999,9636
508999,9701
509999,9560
510999,9686
511999,9725
512999,9864
513999,9797
514999,9748
515999,9776
516999,9776
517999,9832
518999,9852
519999,9731
520999,9723
521999,9812
522999,9793
523999,9833
524999,9890
525999,9831
526999,9868
527999,9883
528999,9948
529999,9972
530999,9945
531999,9903
532999,9930
533999,9950
534999,9848
535999,9871
536999,9933
537999,9838
538999,9895
539999,9880
540999,9908
541999,10020
542999,9972
543999,10047
544999,10078
545999,10071
546999,9988
547999,10097
548999,10100
549999,10030
550999,10066
551999,10133
552999,10156
553999,10113
554999,10106
555999,10060
556999,10065
557999,9993
558999,9998
559999,9868
560999,9988
561999,9998
562999,10030
563999,9951
564999,10050
565999,10014
566999,10077
567999,10083
568999,10063
569999,9978
570999,9981
571999,9987
572999,9997
573999,10031
574999,9996
575999,10056
576999,10044
577999,10064
578999,10183
579999,10205
580999,10193
581999,10213
582999,10122
583999,10112
584999,10073
585999,10084
586999,10130
587999,10053
588999,10031
589999,9932
590999,10010
591999,9891
592999,9973
593999,9939
594999,10069
595999,10012
596999,10064
597999,10072
598999,9995
599999,10067
600999,10069
601999,10125
602999,9982
603999,9994
604999,10025
605999,9936
606999,9990
607999,10104
608999,10137
609999,10123
610999,10168
611999,10195
612999,10118
613999,10133
614999,10154
615999,10120
616999,10159
617999,10209
618999,10312
619999,10206
620999,10271
621999,10145
622999,10074
623999,10127
624999,10195
625999,10045
626999,10168
627999,10072
628999,10093
629999,10188
630999,10241
631999,10157
632999,10219
633999,10255
634999,10188
635999,10175
636999,10175
637999,10171
638999,10130
639999,10106
640999,10112
641999,10042
642999,10184
643999,10182
644999,10103
645999,10258
646999,10224
647999,10180
648999,10260
649999,10340
650999,10231
651999,10395
652999,10481
653999,10439
654999,10249
655999,10209
656999,10330
657999,10347
658999,10195
659999,10302
660999,10352
661999,10261
662999,10256
663999,10264
664999,10299
665999,10220
666999,10460
667999,10351
668999,10299
669999,10378
670999,10383
671999,10214
672999,10215
673999,10346
674999,10307
675999,10350
676999,10382
677999,10353
678999,10261
679999,10156
680999,10230
681999,10237
682999,10214
683999,10322
684999,10263
685999,10194
686999,10273
687999,10251
688999,10369
689999,10334
690999,10450
691999,10478
692999,10594
693999,10453
694999,10398
695999,10382
696999,10331
697999,10436
698999,10316
699999,10376
700999,10408
701999,10427
702999,10366
703999,10330
704999,10361
705999,10350
706999,10281
707999,10253
708999,10277
709999,10353
710999,10388
711999,10413
712999,10369
713999,10454
714999,10371
715999,10498
716999,10463
717999,10588
718999,10573
719999,10517
720999,10496
721999,10479
722999,10370
723999,10338
724999,10313
725999,10416
726999,10577
727999,10386
728999,10365
729999,10389
730999,10529
731999,10525
732999,10562
733999,10489
734999,10507
735999,10527
736999,10537
737999,10523
738999,10586
739999,10617
740999,10591
741999,10705
742999,10593
743999,10598
744999,10646
745999,10615
746999,10787
747999,10803
748999,10732
749999,10760
750999,10853
751999,10773
752999,10699
753999,10361
754999,10519
755999,10425
756999,10375
757999,10389
758999,10413
759999,10513
760999,10482
761999,10549
762999,10511
763999,10614
764999,10652
765999,10664
766999,10636
767999,10453
768999,10552
769999,10693
770999,10689
771999,10725
772999,10714
773999,10775
774999,10697
775999,10747
776999,10733
777999,10693
778999,10659
779999,10582
780999,10667
781999,10676
782999,10598
783999,10620
784999,10696
785999,10534
786999,10449
787999,10344
788999,10340
789999,10306
790999,10264
791999,10358
792999,10363
793999,10365
794999,10387
795999,10269
796999,10298
797999,10261
798999,10353
799999,10465
800999,10471
801999,10380
802999,10456
803999,10431
804999,10464
805999,10358
806999,10562
807999,10579
808999,10569
809999,10526
810999,10578
811999,10554
812999,10355
813999,10449
814999,10515
815999,10510
816999,10405
817999,10479
818999,10573
819999,10440
820999,10489
821999,10504
822999,10549
823999,10525
824999,10523
825999,10629
826999,10676
827999,10600
828999,10605
829999,10641
830999,10640
831999,10637
832999,10501
833999,10555
834999,10701
835999,10764
836999,10518
837999,10478
838999,10726
839999,10755
840999,10721
841999,10758
842999,10796
843999,10770
844999,10824
845999,10994
846999,10967
847999,10479
848999,10464
849999,10375
850999,10430
851999,10392
852999,10110
853999,10176
854999,10225
855999,10254
856999,10316
857999,10403
858999,10328
859999,10432
860999,10506
861999,10327
862999,10352
863999,10153
864999,10150
865999,10247
866999,10382
867999,10339
868999,10426
869999,10346
870999,10365
871999,10347
872999,10307
873999,10310
874999,10296
875999,10308
876999,10468
877999,10271
878999,10315
879999,10418
880999,10419
881999,10294
882999,10218
883999,10250
884999,10399
885999,10383
886999,10383
887999,10463
888999,10397
889999,10559
890999,10467
891999,10354
892999,10352
893999,10486
894999,10533
895999,10562
896999,10531
897999,10401
898999,10463
899999,10339
900999,10302
901999,10228
902999,10292
903999,10233
904999,10267
905999,10311
906999,10418
907999,10406
908999,10349
909999,10481
910999,10482
911999,10486
912999,10491
913999,10460
914999,10553
915999,10520
916999,10526
917999,10503
918999,10578
919999,10529
920999,10473
921999,10494
922999,10561
923999,10486
924999,10497
925999,10392
926999,10560
927999,10552
928999,10531
929999,10404
930999,10460
931999,10587
932999,10568
933999,10381
934999,10462
935999,10557
936999,10588
937999,10680
938999,10525
939999,10538
940999,10598
941999,10577
942999,10733
943999,10713
944999,10836
945999,10870
946999,10726
947999,10738
948999,10718
949999,10551
950999,10595
951999,10511
952999,10630
953999,10707
954999,10789
955999,10859
956999,10808
957999,10954
958999,10774
959999,10757
960999,10923
961999,10779
962999,10707
963999,10683
964999,10663
965999,10659
966999,10656
967999,10705
968999,10629
969999,10885
970999,10896
971999,10882
972999,10933
973999,11076
974999,11019
975999,10872
976999,10951
977999,10826
978999,10753
979999,10781
980999,10829
981999,10785
982999,10920
983999,10780
984999,10849
985999,10811
986999,10948
987999,11044
988999,10933
989999,11068
990999,11093
991999,10912
992999,10877
993999,10932
994999,10763
995999,10801
996999,10738
997999,10780
998999,10702
999999,10554
