n,ipl
999,10893.8
1999,10820.1
2999,10770.3
3999,10714.55
4999,10586.55
5999,10549.2
6999,10541.4
7999,10495.8
8999,10475.7
9999,10458.3
10999,10461.95
11999,10431.75
12999,10406.0
13999,10412.95
14999,10386.95
15999,10405.85
16999,10395.3
17999,10378.0
18999,10371.3
19999,10353.55
20999,10324.35
21999,10331.0
22999,10323.95
23999,10319.9
24999,10337.2
25999,10319.4
26999,10314.3
27999,10299.6
28999,10282.65
29999,10289.85
30999,10269.4
31999,10260.15
32999,10261.25
33999,10269.95
34999,10275.4
35999,10224.4
36999,10244.0
37999,10252.55
38999,10236.25
39999,10242.75
40999,10246.1
41999,10261.85
42999,10269.75
43999,10261.0
44999,10261.2
45999,10242.45
46999,10248.2
47999,10225.45
48999,10205.95
49999,10206.5
50999,10221.25
51999,10240.65
52999,10237.5
53999,10233.05
54999,10226.1
55999,10239.65
56999,10215.25
57999,10214.2
58999,10214.1
59999,10225.0
60999,10218.3
61999,10203.5
62999,10157.9
63999,10179.6
64999,10165.0
65999,10188.65
66999,10191.85
67999,10165.5
68999,10144.85
69999,10174.0
70999,10144.95
71999,10135.35
72999,10139.9
73999,10141.85
74999,10148.6
75999,10156.4
76999,10149.45
77999,10149.4
78999,10134.45
79999,10143.0
80999,10127.85
81999,10142.45
82999,10126.05
83999,10130.75
84999,10134.7
85999,10149.7
86999,10146.45
87999,10148.95
88999,10161.0
89999,10126.25
90999,10130.7
91999,10150.6
92999,10135.6
93999,10117.0
94999,10098.2
95999,10085.75
96999,10112.2
97999,10114.45
98999,10113.95
99999,10124.25
100999,10141.15
101999,10159.95
102999,10130.7
103999,10078.45
104999,10096.55
105999,10102.15
106999,10098.95
107999,10120.5
108999,10129.5
109999,10134.45
110999,10099.5
111999,10110.65
112999,10112.9
113999,10121.15
114999,10123.05
115999,10091.0
116999,10103.1
117999,10089.7
118999,10101.5
119999,10107.65
120999,10100.25
121999,10110.45
122999,10104.45
123999,10067.65
124999,10082.75
125999,10083.7
126999,10097.6
127999,10120.55
128999,10089.6
129999,10091.5
130999,10091.45
131999,10101.8
132999,10103.0
133999,10101.85
134999,10079.4
135999,10096.15
136999,10071.95
137999,10094.15
138999,10113.75
139999,10127.35
140999,10102.9
141999,10074.55
142999,10051.95
143999,10069.9
144999,10076.05
145999,10088.65
146999,10047.65
147999,10036.75
148999,10040.65
149999,10053.45
150999,10054.55
151999,10048.75
152999,10066.25
153999,10060.95
154999,10001.0
155999,10015.25
156999,10045.85
157999,10043.5
158999,10040.35
159999,9998.8
160999,10016.15
161999,10003.25
162999,10049.0
163999,10043.65
164999,10043.95
165999,10046.85
166999,10036.35
167999,10039.35
168999,10055.15
169999,10058.55
170999,10032.1
171999,10028.25
172999,10021.95
173999,9981.85
174999,9993.75
175999,10018.55
176999,10011.2
177999,10002.1
178999,10004.5
179999,9988.9
180999,10001.55
181999,9989.0
182999,9993.55
183999,10013.35
184999,10012.25
185999,9984.5
186999,10012.3
187999,10005.25
188999,9996.95
189999,9998.45
190999,10017.15
191999,10027.7
192999,10048.3
193999,10032.4
194999,10035.65
195999,10044.2
196999,10008.95
197999,10043.65
198999,10032.25
199999,10045.8
200999,10032.85
201999,10040.1
202999,10031.5
203999,10050.7
204999,10049.8
205999,10017.8
206999,10008.2
207999,9990.0
208999,10003.25
209999,9969.8
210999,9968.05
211999,9960.9
212999,9975.35
213999,10000.0
214999,9979.1
215999,9989.95
216999,9990.7
217999,9977.4
218999,10013.6
219999,10020.65
220999,10006.05
221999,9974.15
222999,9959.8
223999,9956.65
224999,9950.9
225999,9932.15
226999,9932.1
227999,9940.85
228999,9928.1
229999,9929.65
230999,9957.0
231999,9926.0
232999,9945.15
233999,9926.05
234999,9927.5
235999,9935.45
236999,9950.3
237999,9952.8
238999,9956.7
239999,9916.75
240999,9937.8
241999,9941.35
242999,9939.6
243999,9925.6
244999,9946.55
245999,9927.15
246999,9921.0
247999,9935.2
248999,10007.0
249999,9973.85
250999,10003.45
251999,9973.85
252999,9974.6
253999,9981.35
254999,9962.75
255999,9990.65
256999,9975.95
257999,9967.55
258999,10006.25
259999,10004.8
260999,9978.55
261999,9966.85
262999,9987.55
263999,9971.85
264999,9990.0
265999,9941.35
266999,9983.1
267999,10004.2
268999,9992.4
269999,10002.55
270999,10008.0
271999,10024.85
272999,10012.75
273999,10007.7
274999,9997.2
275999,10000.65
276999,9979.15
277999,9983.3
278999,9982.8
279999,9979.4
280999,10001.95
281999,9990.1
282999,9977.4
283999,9967.15
284999,9971.8
285999,9984.35
286999,9984.6
287999,9979.65
288999,10000.6
289999,9992.0
290999,9986.0
291999,9990.15
292999,10006.0
293999,10010.25
294999,10013.9
295999,10028.6
296999,10030.2
297999,9984.6
298999,9984.8
299999,9999.75
300999,10021.85
301999,10028.0
302999,10031.5
303999,10028.8
304999,10018.75
305999,10046.0
306999,10040.6
307999,10034.0
308999,10046.95
309999,10067.0
310999,10081.5
311999,10055.3
312999,10025.8
313999,10036.4
314999,10031.6
315999,10037.9
316999,10030.75
317999,10039.3
318999,10052.75
319999,10045.35
320999,10030.0
321999,10054.95
322999,10037.15
323999,10040.55
324999,10022.75
325999,10022.7
326999,10036.7
327999,10079.3
328999,10096.7
329999,10088.85
330999,10099.25
331999,10063.6
332999,10040.75
333999,10053.85
334999,10056.4
335999,10051.45
336999,10079.45
337999,10032.6
338999,10018.35
339999,10000.5
340999,9969.75
341999,10000.05
342999,10025.0
343999,10018.8
344999,10011.25
345999,10021.95
346999,9994.55
347999,10016.25
348999,9997.55
349999,9952.65
350999,9962.15
351999,9980.15
352999,9981.15
353999,9999.75
354999,10000.1
355999,9980.85
356999,9978.6
357999,9962.95
358999,9969.75
359999,9969.5
360999,10002.65
361999,10016.3
362999,9994.5
363999,10002.1
364999,9987.4
365999,9993.95
366999,10001.05
367999,10023.05
368999,10006.85
369999,10015.2
370999,10018.45
371999,10022.85
372999,10058.9
373999,10068.8
374999,10031.6
375999,10036.0
376999,9999.6
377999,10004.0
378999,9995.8
379999,10011.7
380999,9985.35
381999,9996.55
382999,9997.0
383999,9976.2
384999,10004.0
385999,10011.15
386999,10020.45
387999,10018.35
388999,10024.1
389999,10039.7
390999,10033.4
391999,10033.0
392999,10026.25
393999,10002.15
394999,10030.25
395999,10029.0
396999,10030.3
397999,10033.25
398999,10012.05
399999,10052.0
400999,10057.4
401999,10075.35
402999,10092.35
403999,10089.65
404999,10096.2
405999,10076.8
406999,10095.95
407999,10110.8
408999,10128.95
409999,10146.35
410999,10134.85
411999,10125.3
412999,10117.8
413999,10139.85
414999,10125.15
415999,10143.45
416999,10105.5
417999,10083.5
418999,10084.2
419999,10083.75
420999,10068.6
421999,10067.4
422999,10079.9
423999,10087.75
424999,10091.35
425999,10087.95
426999,10107.35
427999,10090.75
428999,10089.5
429999,10092.05
430999,10085.3
431999,10080.6
432999,10075.15
433999,10111.9
434999,10100.3
435999,10110.5
436999,10124.6
437999,10136.45
438999,10158.75
439999,10142.05
440999,10163.65
441999,10166.6
442999,10143.05
443999,10146.8
444999,10150.8
445999,10130.85
446999,10145.7
447999,10154.85
448999,10140.8
449999,10114.6
450999,10112.6
451999,10109.75
452999,10146.75
453999,10170.9
454999,10155.25
455999,10141.75
456999,10154.05
457999,10177.8
458999,10168.85
459999,10186.8
460999,10171.1
461999,10193.55
462999,10169.4
463999,10187.65
464999,10188.6
465999,10169.5
466999,10186.65
467999,10205.4
468999,10169.6
469999,10169.4
470999,10195.15
471999,10204.7
472999,10225.75
473999,10220.5
474999,10207.35
475999,10192.65
476999,10219.9
477999,10191.45
478999,10221.35
479999,10223.2
480999,10215.1
481999,10225.0
482999,10235.95
483999,10201.85
484999,10209.35
485999,10226.5
486999,10228.8
487999,10244.4
488999,10236.4
489999,10238.35
490999,10255.3
491999,10267.8
492999,10279.3
493999,10279.6
494999,10312.45
495999,10290.75
496999,10317.4
497999,10341.2
498999,10338.0
499999,10342.6
500999,10360.2
501999,10359.45
502999,10316.2
503999,10264.45
504999,10276.7
505999,10307.3
506999,10302.95
507999,10281.9
508999,10292.15
509999,10284.4
510999,10302.35
511999,10311.2
512999,10331.35
513999,10303.85
514999,10306.4
515999,10325.1
516999,10348.0
517999,10322.6
518999,10344.8
519999,10335.15
520999,10317.5
521999,10340.45
522999,10310.5
523999,10334.8
524999,10312.4
525999,10318.1
526999,10318.3
527999,10328.5
528999,10324.25
529999,10321.5
530999,10286.45
531999,10299.55
532999,10321.05
533999,10321.4
534999,10327.0
535999,10360.05
536999,10344.95
537999,10367.7
538999,10354.95
539999,10347.8
540999,10402.6
541999,10397.9
542999,10369.15
543999,10389.1
544999,10357.15
545999,10340.8
546999,10353.8
547999,10326.25
548999,10337.65
549999,10350.45
550999,10372.7
551999,10366.9
552999,10337.4
553999,10344.7
554999,10343.05
555999,10360.9
556999,10378.75
557999,10322.9
558999,10341.1
559999,10328.35
560999,10370.2
561999,10337.7
562999,10348.15
563999,10315.45
564999,10321.45
565999,10340.25
566999,10350.3
567999,10334.05
568999,10321.5
569999,10366.1
570999,10359.1
571999,10367.25
572999,10354.3
573999,10362.15
574999,10328.95
575999,10332.15
576999,10326.65
577999,10313.2
578999,10343.9
579999,10347.6
580999,10349.3
581999,10374.5
582999,10397.15
583999,10414.9
584999,10391.35
585999,10405.35
586999,10412.75
587999,10398.2
588999,10404.2
589999,10427.6
590999,10434.35
591999,10399.65
592999,10407.45
593999,10394.45
594999,10379.85
595999,10366.9
596999,10396.6
597999,10391.25
598999,10398.85
599999,10400.55
600999,10406.3
601999,10436.85
602999,10417.75
603999,10424.65
604999,10417.7
605999,10424.0
606999,10445.85
607999,10436.7
608999,10426.5
609999,10413.75
610999,10432.3
611999,10423.75
612999,10444.45
613999,10454.7
614999,10445.65
615999,10467.25
616999,10479.35
617999,10471.45
618999,10501.55
619999,10481.7
620999,10477.9
621999,10432.35
622999,10425.25
623999,10450.2
624999,10451.95
625999,10427.15
626999,10449.7
627999,10426.75
628999,10426.15
629999,10475.4
630999,10492.0
631999,10489.15
632999,10475.0
633999,10500.3
634999,10484.9
635999,10495.75
636999,10516.55
637999,10521.55
638999,10482.2
639999,10499.7
640999,10530.2
641999,10519.15
642999,10521.8
643999,10518.1
644999,10551.85
645999,10510.75
646999,10526.15
647999,10535.65
648999,10530.75
649999,10529.55
650999,10553.1
651999,10541.0
652999,10553.9
653999,10547.3
654999,10530.95
655999,10576.75
656999,10561.3
657999,10587.85
658999,10571.0
659999,10591.4
660999,10635.85
661999,10612.5
662999,10550.45
663999,10568.55
664999,10603.6
665999,10624.6
666999,10612.75
667999,10628.85
668999,10640.35
669999,10647.95
670999,10664.0
671999,10674.65
672999,10657.9
673999,10665.25
674999,10663.6
675999,10693.6
