n,ipl
1499,18670
2999,18420
4499,18325
5999,18350
7499,18346
8999,18330
10499,18204
11999,18233
13499,18267
14999,17968
16499,17926
17999,17900
19499,17951
20999,17881
22499,18072
23999,17959
25499,17916
26999,17750
28499,17685
29999,17591
31499,17566
32999,17735
34499,17763
35999,17832
37499,17867
38999,17826
40499,17824
41999,17803
43499,17795
44999,17756
46499,17666
47999,17724
49499,17719
50999,17575
52499,17622
53999,17589
55499,17620
56999,17683
58499,17696
59999,17679
61499,17782
62999,17631
64499,17605
65999,17616
67499,17680
68999,17675
70499,17521
71999,17502
73499,17688
74999,17663
76499,17932
77999,17781
79499,17825
80999,17524
82499,17702
83999,17623
85499,17675
86999,17836
88499,17674
89999,17741
91499,17822
92999,17882
94499,17741
95999,17828
97499,17685
98999,17654
100499,17724
101999,17697
103499,17743
104999,17827
106499,17774
107999,17785
109499,17856
110999,17831
112499,17776
113999,17726
115499,17768
116999,17822
118499,17687
119999,17731
121499,17796
122999,17980
124499,17793
125999,17646
127499,17926
128999,17704
130499,17860
131999,17798
133499,17985
134999,18023
136499,17830
137999,17799
139499,18072
140999,17809
142499,17746
143999,17767
145499,17802
146999,17770
148499,17550
149999,17514
151499,17610
152999,17754
154499,17747
155999,17855
157499,17774
158999,17616
160499,17801
161999,17720
163499,17838
164999,18032
166499,17893
167999,18002
169499,18058
170999,18204
172499,18230
173999,18039
175499,17822
176999,17758
178499,17714
179999,17974
181499,18019
182999,17916
184499,17898
185999,17863
187499,17880
188999,17877
190499,18016
191999,18004
193499,17843
194999,17885
196499,17837
197999,17932
199499,17674
200999,17589
202499,17700
203999,17675
205499,17670
206999,17881
208499,17990
209999,18005
211499,18161
212999,18198
214499,18029
215999,18006
217499,17715
218999,17839
220499,18031
221999,18029
223499,18014
224999,18198
226499,18059
227999,18249
229499,18062
230999,18082
232499,17893
233999,17627
235499,17793
236999,17965
238499,18172
239999,18106
241499,18102
242999,17931
244499,17851
245999,17732
247499,17724
248999,17697
250499,17842
251999,17991
253499,17971
254999,18025
256499,17957
257999,17917
259499,18062
260999,18020
262499,17906
263999,17968
265499,17835
266999,17754
268499,17857
269999,18118
271499,18449
272999,18336
274499,18262
275999,18114
277499,18091
278999,18138
280499,18180
281999,18176
283499,18177
284999,18109
