n,ipl
1000,10806
1050,11452
1100,12117
1150,12746
1200,13451
1250,14124
1300,14799
1350,15473
1400,16134
1450,16843
1500,17530
1550,18187
1600,18943
1650,19634
1700,20351
1750,21066
1800,21748
1850,22472
1900,23182
1950,23907
2000,24652
