n,ipl
1000,11111.575
1050,11853.125
1100,12584.7
1150,13303.45
1200,14003.525
1250,14716.825
1300,15502.875
1350,16116.025
1400,17004.65
1450,17562.5
1500,18470.15
1550,19114.05
1600,19841.6
1650,20778.875
1700,21366.75
1750,22187.55
1800,22882.25
1850,23787.375
1900,24387.5
1950,25228.775
2000,26090.025
