n,ipl
1000,10727
1050,12369
1100,13087
1150,13015
1200,14542
1250,15152
1300,15181
1350,15110
1400,17942
1450,17504
1500,18749
1550,18852
1600,19121
1650,21075
1700,21971
1750,23023
1800,23695
1850,26141
1900,24041
1950,26020
2000,25835
