n,ipl
10000,151579
15000,239444
20000,330706
25000,423972
30000,519440
35000,616351
40000,715029
45000,814633
50000,916042
55000,1018570
60000,1121812
65000,1225487
70000,1330049
75000,1435129
80000,1541331
85000,1647392
90000,1753740
95000,1861952
100000,1969592
105000,2078199
110000,2187485
115000,2296739
120000,2406222
125000,2515844
130000,2626038
135000,2737101
140000,2848594
145000,2959836
150000,3072327
155000,3184246
160000,3296505
165000,3409358
170000,3522711
175000,3635973
180000,3749657
185000,3863883
190000,3977606
195000,4092292
200000,4207322
