n,ipl
10000,147411
15000,233217
20000,322223
25000,413703
30000,507357
35000,602549
40000,699332
45000,797178
50000,896001
55000,996019
60000,1096606
65000,1198144
70000,1300137
75000,1402950
80000,1506970
85000,1610577
90000,1715117
95000,1820920
100000,1926721
105000,2032960
110000,2139467
115000,2246103
120000,2353602
125000,2461873
130000,2570237
135000,2678059
140000,2787318
145000,2896750
150000,3006148
155000,3115884
160000,3226055
165000,3336312
170000,3447606
175000,3558962
180000,3670697
185000,3782471
190000,3893983
195000,4005915
200000,4118510
