n,ipl
10000,152995
15000,241700
20000,333912
25000,427783
30000,524297
35000,621943
40000,722002
45000,822716
50000,924963
55000,1027989
60000,1131585
65000,1236151
70000,1341434
75000,1447581
80000,1554183
85000,1661153
90000,1769303
95000,1877427
100000,1986125
105000,2095130
110000,2204814
115000,2314563
120000,2425531
125000,2536615
130000,2647517
135000,2759082
140000,2871523
145000,2983696
150000,3095953
155000,3208153
160000,3321085
165000,3435000
170000,3548410
175000,3662527
180000,3776795
185000,3891769
190000,4006937
195000,4121859
200000,4237384
