n,ipl
10000,154573
15000,243686
20000,336097
25000,431316
30000,528569
35000,627322
40000,727958
45000,829690
50000,932209
55000,1035082
60000,1139436
65000,1244555
70000,1350456
75000,1456458
80000,1563051
85000,1670974
90000,1779309
95000,1888595
100000,1997867
105000,2107933
110000,2218424
115000,2329004
120000,2439792
125000,2551381
130000,2663424
135000,2775333
140000,2888547
145000,3001955
150000,3115102
155000,3228671
160000,3342692
165000,3456565
170000,3571483
175000,3685868
180000,3801399
185000,3916916
190000,4032958
195000,4149040
200000,4264823
