n,ipl
10000,159389
15000,251283
20000,346326
25000,443537
30000,542832
35000,643636
40000,746773
45000,851018
50000,955704
55000,1061632
60000,1168404
65000,1276198
70000,1384610
75000,1493881
80000,1603760
85000,1714601
90000,1825261
95000,1936467
100000,2048074
105000,2160277
110000,2273274
115000,2386620
120000,2500387
125000,2614035
130000,2728248
135000,2843417
140000,2958321
145000,3073658
150000,3189201
155000,3305571
160000,3422120
165000,3538860
170000,3656039
175000,3772885
180000,3890410
185000,4008286
190000,4125824
195000,4244334
200000,4363118
