n,ipl
10000,157971
15000,249533
20000,344157
25000,441286
30000,540235
35000,640848
40000,742858
45000,845967
50000,950487
55000,1056387
60000,1161735
65000,1268981
70000,1376958
75000,1485484
80000,1595591
85000,1705594
90000,1815598
95000,1926552
100000,2038327
105000,2150669
110000,2263555
115000,2376356
120000,2489342
125000,2603372
130000,2717322
135000,2831494
140000,2945484
145000,3060252
150000,3175867
155000,3290740
160000,3406859
165000,3523029
170000,3639257
175000,3756131
180000,3873041
185000,3990289
190000,4108362
195000,4226304
200000,4344339
