n,ipl
10000,165300
15000,259897
20000,357204
25000,458429
30000,561116
35000,665343
40000,770690
45000,877246
50000,984523
55000,1093277
60000,1202935
65000,1313059
70000,1424680
75000,1536534
80000,1649324
85000,1762596
90000,1877468
95000,1991998
100000,2107287
105000,2222546
110000,2337685
115000,2453291
120000,2570501
125000,2687715
130000,2804974
135000,2922208
140000,3039968
145000,3158572
150000,3277339
155000,3396091
160000,3515873
165000,3635376
170000,3755621
175000,3875907
180000,3996030
185000,4117129
190000,4238620
195000,4359848
200000,4481340
