n,ipl
10000,169247
15000,267094
20000,368203
25000,471680
30000,576714
35000,683197
40000,791589
45000,900745
50000,1011469
55000,1123106
60000,1235881
65000,1349161
70000,1462987
75000,1577245
80000,1692513
85000,1808203
90000,1925122
95000,2041766
100000,2159012
105000,2276202
110000,2393989
115000,2513040
120000,2632281
125000,2751933
130000,2871475
135000,2991600
140000,3112532
145000,3233934
150000,3355263
155000,3476985
160000,3598868
165000,3721875
170000,3844095
175000,3966360
180000,4089273
185000,4212563
190000,4336333
195000,4460387
200000,4583528
