n,ipl
10000,154985
15000,244345
20000,337411
25000,432961
30000,530389
35000,629470
40000,730151
45000,831833
50000,934142
55000,1038187
60000,1142662
65000,1248379
70000,1354973
75000,1462293
80000,1569474
85000,1677244
90000,1785722
95000,1894739
100000,2004852
105000,2115213
110000,2225876
115000,2337371
120000,2448829
125000,2560726
130000,2673354
135000,2785628
140000,2899062
145000,3011920
150000,3125690
155000,3240071
160000,3354406
165000,3468178
170000,3583301
175000,3698663
180000,3813987
185000,3928907
190000,4045162
195000,4161379
200000,4277580
