n,ipl
10000,156786
15000,247201
20000,340754
25000,436770
30000,534780
35000,634831
40000,735688
45000,838255
50000,941530
55000,1046290
60000,1151927
65000,1258219
70000,1365261
75000,1473140
80000,1581807
85000,1690626
90000,1800450
95000,1910543
100000,2021330
105000,2132453
110000,2244174
115000,2355864
120000,2468329
125000,2580976
130000,2694156
135000,2807880
140000,2921407
145000,3035161
150000,3149755
155000,3264126
160000,3379496
165000,3495198
170000,3611006
175000,3726999
180000,3843264
185000,3959788
190000,4076092
195000,4193187
200000,4309752
