n,ipl
10000,149558
15000,236821
20000,327693
25000,421072
30000,516402
35000,613422
40000,711343
45000,810243
50000,910433
55000,1012378
60000,1115009
65000,1218014
70000,1322028
75000,1427252
80000,1532802
85000,1639052
90000,1745347
95000,1852100
100000,1959583
105000,2067463
110000,2176281
115000,2285196
120000,2394750
125000,2504557
130000,2614481
135000,2725195
140000,2836482
145000,2947757
150000,3058559
155000,3169939
160000,3282086
165000,3394330
170000,3506987
175000,3619474
180000,3732380
185000,3845744
190000,3959019
195000,4073019
200000,4187350
