n,ipl
10000,166376
15000,261488
20000,360774
25000,462350
30000,566216
35000,671235
40000,777600
45000,885090
50000,993572
55000,1102938
60000,1213569
65000,1325152
70000,1436924
75000,1549265
80000,1662507
85000,1776724
90000,1891277
95000,2006446
100000,2122677
105000,2239124
110000,2355965
115000,2473000
120000,2589776
125000,2707632
130000,2826725
135000,2944983
140000,3063316
145000,3183064
150000,3302050
155000,3421981
160000,3542077
165000,3662660
170000,3783655
175000,3905162
180000,4025808
185000,4147300
190000,4268699
195000,4390808
200000,4512874
