n,ipl
10000,152644
15000,241150
20000,332984
25000,427022
30000,523117
35000,621232
40000,720294
45000,820824
50000,922430
55000,1025535
60000,1128996
65000,1233511
70000,1338319
75000,1444406
80000,1550544
85000,1657473
90000,1765476
95000,1873407
100000,1981718
105000,2090849
110000,2200112
115000,2310202
120000,2420728
125000,2531357
130000,2642812
135000,2754614
140000,2867190
145000,2979070
150000,3090849
155000,3204310
160000,3317448
165000,3431382
170000,3544341
175000,3658781
180000,3772696
185000,3887405
190000,4002620
195000,4117933
200000,4233534
