tpl,tpu
250.8,0.0
506.4,0.35
769.5,1.4
1043.05,4.75
1327.05,10.4
1639.5,21.9
1977.8,38.5
2364.15,67.9
2829.9,110.0
3478.05,173.1
4424.8,274.55
5083.65,414.3
5531.55,587.8
5815.25,777.3
5995.35,971.5
6078.05,1169.65
6126.2,1362.15
6134.55,1554.7
6110.35,1741.55
6076.4,1914.3
6023.0,2081.85
5964.9,2237.35
5906.6,2379.95
5847.0,2513.3
5791.75,2633.75
5731.2,2750.1
5672.2,2855.25
5617.4,2952.1
5571.55,3038.3
5526.8,3117.95
5485.7,3189.9
5444.3,3257.2
5408.6,3318.4
5376.15,3373.75
5342.1,3426.05
5312.8,3471.7
5286.95,3513.1
5260.95,3552.35
5237.85,3588.3
5215.95,3621.0
5195.35,3651.1
5175.5,3679.1
5160.55,3702.35
5145.65,3724.0
5131.8,3743.55
5119.85,3761.75
5109.15,3777.7
5100.1,3790.85
5090.55,3805.0
5081.1,3817.85
5074.25,3828.75
5066.75,3839.1
5061.15,3847.3
5056.7,3854.05
5052.8,3861.05
5046.95,3868.75
5041.75,3875.2
5037.95,3880.4
5034.1,3885.45
5030.75,3890.5
5027.45,3894.85
5025.3,3898.35
5022.65,3901.75
5020.25,3904.95
5018.0,3908.05
5015.5,3911.15
5014.55,3913.05
5013.15,3914.95
5010.578947368421,3921.6315789473683
5009.578947368421,3923.4210526315787
5008.888888888889,3928.722222222222
5008.058823529412,3928.176470588235
5007.235294117647,3929.294117647059
5006.411764705882,3930.529411764706
5006.117647058823,3931.294117647059
5005.411764705882,3932.176470588235
5004.25,3941.0
5003.6875,3941.75
5003.3125,3942.25
5002.733333333334,3937.866666666667
5002.333333333333,3938.3333333333335
5001.933333333333,3938.9333333333334
5001.428571428572,3941.1428571428573
5001.285714285715,3941.4285714285716
5001.0,3939.8333333333335
5001.090909090909,3938.909090909091
5000.636363636364,3939.3636363636365
5000.363636363636,3939.6363636363635
5000.2,3936.9
4999.888888888889,3942.4444444444443
4999.375,3944.125
4999.25,3944.25
4999.25,3944.25
4999.142857142857,3928.4285714285716
4999.142857142857,3928.4285714285716
4998.857142857143,3928.714285714286
4998.857142857143,3928.714285714286
4998.5,3934.0
4998.5,3934.1666666666665
4998.4,3933.4
4998.2,3933.6
4998.2,3933.6
4998.2,3933.6
4998.2,3933.6
4998.4,3933.6
