tpl,tpu
250.25,0.0
501.9,0.0
755.05,0.15
1012.0,0.55
1270.85,1.5
1535.15,2.85
1806.95,5.15
2084.0,9.05
2370.9,14.2
2662.9,21.4
2966.2,29.95
3280.2,41.9
3611.35,56.1
3959.45,76.1
4324.2,101.6
4724.8,132.05
5154.4,170.25
5627.3,215.8
6191.55,273.65
6914.35,344.7
7872.35,438.15
8917.6,553.05
9645.4,689.35
10346.5,841.7
10766.3,1009.7
11141.85,1187.75
11467.15,1373.1
11722.35,1570.25
11903.5,1774.65
12070.9,1972.9
12188.2,2171.2
12261.4,2375.15
12308.4,2578.3
12330.95,2778.25
12346.85,2971.65
12342.9,3162.55
12329.5,3347.2
12292.15,3532.1
12249.4,3712.0
12222.55,3881.05
12168.1,4052.6
12124.1,4213.85
12066.25,4373.35
12012.5,4528.6
11951.4,4678.55
11889.7,4821.2
11829.55,4959.85
11770.65,5093.05
11711.75,5218.55
11646.8,5340.85
11585.1,5459.75
11525.5,5574.7
11469.2,5682.7
11413.6,5786.0
11360.55,5886.25
11305.65,5982.35
11250.0,6074.9
11192.25,6165.45
11143.1,6250.45
11095.35,6331.65
11047.4,6409.6
11003.3,6484.4
10957.6,6554.35
10918.15,6621.1
10879.05,6685.05
10845.95,6745.1
10807.6,6804.35
10771.2,6859.75
10739.0,6911.65
10707.25,6962.35
10675.15,7012.0
10642.75,7058.9
10613.3,7104.8
10586.6,7146.7
10563.15,7185.35
10536.1,7224.55
10510.45,7261.0
10485.95,7296.75
10463.05,7331.5
10440.2,7364.65
10420.35,7395.1
10402.35,7422.5
10385.65,7448.65
10369.4,7473.4
10351.85,7499.7
10335.5,7523.75
10319.55,7546.35
10305.3,7567.9
10294.35,7585.95
10279.9,7605.95
10267.6,7624.55
10255.2,7642.45
10242.75,7659.6
10232.25,7675.3
10220.25,7691.2
10209.25,7706.0
10198.7,7721.25
10188.95,7735.4
10178.9,7748.8
10169.85,7761.6
10162.4,7772.9
10153.8,7784.05
10147.5,7794.05
10142.35,7802.45
10136.6,7810.95
10130.35,7819.95
10123.6,7828.4
10115.95,7837.95
10110.05,7846.0
10104.95,7853.65
10099.4,7860.95
10094.55,7867.85
10090.2,7873.8
10086.6,7879.7
10081.6,7886.2
10077.25,7892.05
10074.55,7896.8
10071.05,7901.3
10067.4,7905.9
10064.15,7910.05
10060.65,7914.35
10056.55,7919.45
10054.55,7923.25
10051.4,7927.3
10048.8,7930.85
10045.4,7935.05
10043.45,7938.05
10041.0,7941.25
10038.35,7944.65
10036.5,7947.45
10034.35,7950.35
10032.75,7952.6
10031.05,7954.85
10029.7,7956.85
10028.1,7959.1
10026.45,7961.3
10025.2,7963.0
10024.4,7964.3
10023.35,7966.05
10021.85,7968.0
10020.25,7969.85
10019.35,7971.25
10018.15,7972.6
10016.65,7974.35
10015.9,7975.5
10014.75,7977.1
10014.15,7978.2
10013.65,7979.15
10013.0,7980.05
10012.9,7980.8
10012.4,7981.5
10011.95,7982.2
10011.15,7983.2
10010.65,7984.05
10010.0,7984.8
10009.578947368422,7990.368421052632
10008.842105263158,7991.210526315789
10008.157894736842,7991.9473684210525
10008.0,7992.368421052632
10007.473684210527,7992.9473684210525
10007.157894736842,7993.473684210527
10006.842105263158,7994.0526315789475
10006.78947368421,7994.263157894737
10006.421052631578,7994.8421052631575
10005.882352941177,8002.0
10005.529411764706,8002.588235294118
10005.235294117647,8002.882352941177
10005.0,8003.35294117647
10005.0,8003.529411764706
10004.823529411764,8003.705882352941
10004.0,8009.6875
10003.625,8010.1875
10003.266666666666,8020.6
10003.07142857143,8026.214285714285
10002.785714285714,8026.571428571428
10002.384615384615,8031.692307692308
10002.0,8032.076923076923
10001.615384615385,8032.461538461538
10001.333333333334,8037.25
10001.416666666666,8037.25
10001.333333333334,8037.416666666667
10001.416666666666,8037.416666666667
10001.333333333334,8037.5
10001.083333333334,8037.833333333333
10001.0,8046.454545454545
10000.818181818182,8046.636363636364
10000.818181818182,8046.636363636364
10000.555555555555,8058.777777777777
10000.444444444445,8058.888888888889
10000.222222222223,8059.111111111111
10000.222222222223,8059.111111111111
10000.111111111111,8059.222222222223
10000.0,8059.333333333333
9999.857142857143,8064.285714285715
9999.42857142857,8064.714285714285
9999.42857142857,8064.714285714285
9999.285714285714,8064.857142857143
9999.57142857143,8064.857142857143
9999.57142857143,8064.857142857143
9999.57142857143,8064.857142857143
9999.285714285714,8065.142857142857
9999.285714285714,8065.142857142857
9999.0,8065.428571428572
9999.0,8089.333333333333
9998.833333333334,8089.5
9998.833333333334,8089.5
9998.833333333334,8089.5
9998.833333333334,8089.5
9998.6,8068.6
