tpl,tpu
250.25,0.0
501.9,0.0
755.2,0.0
1012.55,0.0
1272.35,0.0
1538.0,0.0
1812.1,0.0
2093.05,0.0
2385.15,0.0
2684.45,0.0
2996.35,0.0
3322.5,0.0
3668.15,0.0
4037.25,0.0
4428.85,0.0
4862.75,0.0
5334.4,0.0
5861.5,0.0
6493.5,0.0
7315.35,0.0
8464.6,0.0
9840.85,0.0
10915.0,0.0
11966.15,0.0
12716.85,0.0
13391.7,0.0
14007.2,0.0
14554.4,0.0
15025.85,0.0
15454.6,0.0
15831.5,0.0
16170.55,0.0
16471.3,0.0
16739.15,0.0
16985.35,0.0
17207.55,0.0
17408.95,0.0
17588.4,0.0
17752.25,0.0
17917.7,0.0
18056.15,0.0
18194.5,0.0
18312.35,0.0
18429.45,0.0
18528.65,0.0
18622.05,0.0
18712.35,0.0
18796.75,0.0
18872.7,0.0
18940.75,0.0
19004.75,0.0
19066.7,0.0
19124.95,0.0
19178.2,0.0
19230.15,0.0
19275.4,0.0
19315.9,0.0
19352.45,0.0
19391.25,0.0
19427.75,0.0
19460.55,0.0
19494.05,0.0
19520.9,0.0
19549.9,0.0
19576.8,0.0
19605.1,0.0
19627.7,0.0
19648.25,0.0
19669.15,0.0
19689.0,0.0
19707.2,0.0
19722.9,0.0
19740.0,0.0
19755.45,0.0
19771.3,0.0
19783.9,0.0
19795.05,0.0
19806.55,0.0
19818.7,0.0
19829.2,0.0
19840.1,0.0
19849.7,0.0
19859.55,0.0
19868.35,0.0
19877.35,0.0
19885.3,0.0
19892.05,0.0
19899.65,0.0
19906.9,0.0
19912.65,0.0
19919.1,0.0
19924.65,0.0
19929.45,0.0
19934.65,0.0
19938.6,0.0
19942.55,0.0
19947.35,0.0
19951.75,0.0
19955.15,0.0
19959.0,0.0
19962.85,0.0
19965.5,0.0
19969.2,0.0
19972.45,0.0
19975.25,0.0
19978.05,0.0
19979.75,0.0
19981.7,0.0
19983.9,0.0
19986.5,0.0
19988.25,0.0
19990.3,0.0
19991.95,0.0
19994.3,0.0
19995.8,0.0
19997.3,0.0
19999.35,0.0
20000.4,0.0
20001.35,0.0
20002.25,0.0
20003.05,0.0
20004.1,0.0
20005.9,0.0
20006.8,0.0
20007.75,0.0
20008.55,0.0
20009.6,0.0
20010.35,0.0
20011.1,0.0
20012.05,0.0
20012.8,0.0
20013.45,0.0
20014.0,0.0
20014.65,0.0
20015.3,0.0
20015.85,0.0
20016.3,0.0
20016.8,0.0
20017.5,0.0
20017.95,0.0
20018.2,0.0
20018.7,0.0
20018.85,0.0
20019.1,0.0
20019.5,0.0
20019.95,0.0
20020.45,0.0
20020.9,0.0
20021.15,0.0
20021.8,0.0
20022.0,0.0
20022.25,0.0
20022.45,0.0
20022.8,0.0
20022.9,0.0
20037.157894736843,0.0
20037.263157894737,0.0
20037.315789473683,0.0
20037.57894736842,0.0
20037.63157894737,0.0
20037.842105263157,0.0
20038.105263157893,0.0
20038.263157894737,0.0
20038.473684210527,0.0
20059.764705882353,0.0
20060.0,0.0
20060.0,0.0
20060.235294117647,0.0
20060.41176470588,0.0
20060.41176470588,0.0
20088.625,0.0
20088.75,0.0
20111.733333333334,0.0
20141.35714285714,0.0
20141.428571428572,0.0
20146.615384615383,0.0
20146.615384615383,0.0
20146.615384615383,0.0
20145.0,0.0
20145.083333333332,0.0
20145.166666666668,0.0
20145.25,0.0
20145.25,0.0
20145.333333333332,0.0
20165.727272727272,0.0
20165.727272727272,0.0
20165.727272727272,0.0
20212.666666666668,0.0
20212.666666666668,0.0
20212.666666666668,0.0
20212.666666666668,0.0
20212.666666666668,0.0
20212.666666666668,0.0
20211.85714285714,0.0
20211.85714285714,0.0
20211.85714285714,0.0
20211.85714285714,0.0
20212.14285714286,0.0
20212.14285714286,0.0
20212.14285714286,0.0
20212.14285714286,0.0
20212.14285714286,0.0
20212.14285714286,0.0
20230.666666666668,0.0
20230.666666666668,0.0
20230.666666666668,0.0
20230.666666666668,0.0
20230.666666666668,0.0
20219.8,0.0
