tpl,tpu
250.25,7.3
502.0,27.05
755.8,58.3
1013.9,103.6
1275.1,160.25
1542.85,230.4
1820.3,314.75
2104.6,414.1
2399.15,526.5
2701.5,655.05
3020.35,798.8
3348.55,957.7
3694.95,1129.1
4062.9,1322.1
4445.45,1532.85
4866.65,1766.05
5315.35,2019.35
5812.9,2299.25
6382.65,2603.4
7085.6,2944.0
7967.15,3327.0
8872.1,3753.5
9413.9,4207.3
10005.95,4686.05
10280.1,5190.4
10544.7,5702.5
10796.9,6225.95
10960.6,6776.65
11084.15,7335.8
11207.15,7887.75
11287.45,8442.4
11342.15,9009.55
11373.8,9579.85
11384.6,10155.6
11405.05,10718.25
11408.7,11284.3
11399.5,11854.5
11381.65,12422.75
11354.75,12991.45
11345.65,13549.05
11313.05,14115.75
11289.15,14677.75
11251.45,15243.35
11221.3,15802.45
11183.5,16362.95
11145.3,16918.75
11109.7,17474.6
11075.75,18029.15
11041.3,18578.45
11003.4,19125.5
10966.4,19675.1
10931.2,20222.65
10899.65,20766.35
10865.6,21310.8
10832.15,21851.55
10798.25,22392.95
10763.2,22934.15
10727.7,23473.3
10697.4,24009.85
10667.5,24543.7
10637.0,25078.5
10611.95,25609.45
10584.0,26140.35
10560.95,26666.8
10537.75,27194.25
10518.45,27717.5
10496.3,28242.8
10473.25,28767.7
10454.3,29288.95
10435.6,29809.9
10415.0,30332.1
10395.25,30853.45
10378.15,31372.1
10362.4,31890.2
10348.15,32406.2
10331.05,32924.25
10315.35,33441.05
10299.55,33957.5
10285.75,34472.8
10271.3,34988.65
10258.25,35501.95
10247.95,36013.1
10238.35,36522.95
10228.5,37033.3
10217.25,37544.55
10208.15,38053.95
10197.7,38564.8
10190.3,39073.2
10184.15,39579.85
10176.0,40088.4
10168.45,40596.2
10160.95,41104.25
10153.45,41612.15
10146.8,42118.9
10139.05,42626.9
10131.95,43134.5
10125.6,43640.8
10119.9,44146.55
10113.05,44653.55
10107.45,45159.35
10102.45,45664.25
10096.8,46169.75
10093.2,46673.6
10090.5,47176.45
10087.0,47679.95
10083.2,48183.7
10078.85,48688.1
10073.45,49193.4
10069.95,49696.8
10066.45,50200.4
10062.65,50704.2
10060.25,51206.6
10058.05,51708.75
10055.95,52210.8
10052.5,52714.25
10049.8,53216.95
10048.0,53718.6
10045.4,54221.1
10043.05,54723.4
10040.8,55225.7
10038.45,55728.0
10035.9,56230.45
10035.05,56731.4
10032.9,57233.55
10031.25,57735.2
10028.9,58237.45
10027.8,58738.5
10026.65,59239.65
10024.65,59741.55
10023.45,60242.7
10022.1,60744.0
10021.0,61245.1
10019.9,61746.15
10019.1,62246.95
10018.0,62748.0
10017.15,63248.8
10016.35,63749.55
10015.75,64250.15
10014.95,64750.8
10013.85,65251.9
10012.45,65753.3
10011.95,66253.75
10011.3,66754.35
10010.5,67255.1
10009.95,67755.5
10009.25,68256.05
10009.1,68756.2
10008.95,69256.2
10008.55,69756.6
10008.45,70256.65
10008.1,70757.0
10007.8,71257.25
10007.15,71757.9
10006.9,72258.15
10006.45,72758.5
10006.105263157895,73263.8947368421
10005.631578947368,73764.31578947368
10005.157894736842,74264.78947368421
10005.052631578947,74764.84210526316
10004.684210526315,75265.1052631579
10004.526315789473,75765.21052631579
10004.421052631578,76265.31578947368
10004.526315789473,76765.21052631579
10004.263157894737,77265.42105263157
10004.235294117647,77774.94117647059
10003.941176470587,78275.23529411765
10003.764705882353,78775.41176470589
10003.64705882353,79275.4705882353
10003.764705882353,79775.35294117648
10003.64705882353,80275.41176470589
10003.0,80780.4375
10002.8125,81280.625
10002.4,81790.86666666667
10002.357142857143,82290.14285714286
10002.07142857143,82790.42857142857
10001.76923076923,83293.07692307692
10001.384615384615,83793.30769230769
10001.076923076924,84293.46153846153
10000.75,84801.66666666667
10000.833333333334,85301.41666666667
10000.833333333334,85801.41666666667
10000.916666666666,86301.33333333333
10000.833333333334,86801.41666666667
10000.583333333334,87301.58333333333
10000.545454545454,87807.72727272728
10000.363636363636,88307.81818181818
10000.363636363636,88807.81818181818
10000.0,89331.88888888889
10000.0,89831.88888888889
9999.888888888889,90332.0
9999.888888888889,90831.88888888889
9999.888888888889,91331.77777777778
9999.777777777777,91831.88888888889
9999.714285714286,92335.42857142857
9999.285714285714,92835.85714285714
9999.285714285714,93335.71428571429
9999.142857142857,93835.42857142857
9999.42857142857,94335.0
9999.42857142857,94835.0
9999.42857142857,95335.0
9999.285714285714,95835.14285714286
9999.285714285714,96335.14285714286
9999.0,96835.28571428571
9999.0,97360.33333333333
9998.833333333334,97860.5
9998.833333333334,98360.5
9998.833333333334,98860.5
9998.833333333334,99360.5
9998.6,99855.0
