n,ipl
1499,17318
2999,17219
4499,17430
5999,17439
7499,17210
8999,17255
10499,17037
11999,17306
13499,17322
14999,17343
16499,17361
17999,17204
19499,17094
20999,17055
22499,17076
23999,16969
25499,16945
26999,16897
28499,16946
29999,16950
31499,16955
32999,16960
34499,16728
35999,16821
37499,16757
38999,16784
40499,16713
41999,16826
43499,16934
44999,17044
46499,16949
47999,16997
49499,16866
50999,16913
52499,16802
53999,16814
55499,16864
56999,16995
58499,16947
59999,17024
61499,16877
62999,16889
64499,16872
65999,17042
67499,17029
68999,16834
70499,17042
71999,16889
73499,16896
74999,16893
76499,16439
77999,16179
79499,16209
80999,16218
82499,16294
83999,16341
85499,16427
86999,16366
88499,16417
89999,16357
91499,16511
92999,16502
94499,16519
95999,16503
97499,16568
98999,16697
100499,16586
101999,16383
103499,16439
104999,16479
106499,16478
107999,16365
109499,16363
110999,16434
112499,16290
113999,16409
115499,16381
116999,16225
118499,16279
119999,16209
121499,16284
122999,16372
124499,16323
125999,16300
127499,16464
128999,16404
130499,16341
131999,16482
133499,16395
134999,16294
136499,16296
137999,16386
139499,16276
140999,16397
142499,16517
143999,16587
145499,16487
146999,16456
148499,16475
149999,16508
151499,16596
152999,16588
154499,16399
155999,16494
157499,16607
158999,16644
160499,16596
161999,16540
163499,16414
164999,16554
166499,16557
167999,16446
169499,16507
170999,16470
172499,15641
173999,15772
175499,15915
176999,15933
178499,15840
179999,15963
181499,15890
182999,15814
184499,15863
185999,15914
187499,15801
188999,15897
190499,15929
191999,15953
193499,15915
194999,15955
196499,15973
197999,15988
199499,15967
200999,15851
202499,15847
203999,15976
205499,15946
206999,15954
208499,16013
209999,15883
211499,15815
212999,15816
214499,15809
215999,15879
217499,15962
218999,15788
220499,15867
221999,15848
223499,15882
224999,15957
226499,15947
227999,15996
229499,15871
230999,15821
232499,15833
233999,15880
235499,15879
236999,15824
238499,15920
239999,15974
241499,15944
242999,16064
244499,15844
245999,15891
247499,15911
248999,15915
250499,15976
251999,15979
253499,15994
254999,15957
256499,16006
257999,15835
259499,15892
260999,16060
262499,16096
263999,16010
265499,16077
266999,16142
268499,16061
269999,15941
271499,16073
272999,16045
274499,16120
275999,16115
277499,15918
278999,16138
280499,16066
281999,15974
283499,15965
284999,15971
286499,16073
287999,16015
289499,16207
290999,16173
292499,16264
293999,16261
295499,16313
296999,16339
298499,16242
299999,16330
301499,16343
302999,16231
304499,16175
305999,15560
307499,15601
308999,15584
310499,15570
311999,15506
313499,15560
314999,15491
316499,15525
317999,15577
319499,15638
320999,15620
322499,15622
323999,15713
325499,15586
326999,15462
328499,15471
329999,15308
331499,15411
332999,15492
334499,15474
335999,15468
337499,15640
338999,15427
340499,15569
341999,15507
343499,15400
344999,15339
346499,15372
347999,15268
349499,15396
350999,15368
352499,15383
353999,15390
355499,15488
356999,15490
358499,15456
359999,15528
361499,15362
362999,15336
364499,15497
365999,15531
367499,15578
