n,ipl
999,10442
1999,10449
2999,10312
3999,10229
4999,10156
5999,10171
6999,10238
7999,10068
8999,10143
9999,10163
10999,10197
11999,9865
12999,9724
13999,9721
14999,9753
15999,9691
16999,9750
17999,9612
18999,9611
19999,9595
20999,9584
21999,9644
22999,9647
23999,9640
24999,9590
25999,9701
26999,9678
27999,9691
28999,9754
29999,9891
30999,9835
31999,9743
32999,9756
33999,9634
34999,9666
35999,9666
36999,9708
37999,9614
38999,9678
39999,9714
40999,9813
41999,9715
42999,9690
43999,9643
44999,9648
45999,9547
46999,9604
47999,9613
48999,9640
49999,9664
50999,9692
51999,9714
52999,9762
53999,9890
54999,9866
55999,9819
56999,9786
57999,9745
58999,9773
59999,9785
60999,9733
61999,9750
62999,9685
63999,9692
64999,9807
65999,9704
66999,9772
67999,9731
68999,9724
69999,9665
70999,9583
71999,9658
72999,9673
73999,9642
74999,9610
75999,9669
76999,9710
77999,9669
78999,9638
79999,9661
80999,9514
81999,9594
82999,9637
83999,9469
84999,9526
85999,9447
86999,9574
87999,9619
88999,9619
89999,9525
90999,9510
91999,9559
92999,9483
93999,9571
94999,9524
95999,9501
96999,9667
97999,9598
98999,9525
99999,9575
100999,9638
101999,9616
102999,9585
103999,9513
104999,9536
105999,9587
106999,9619
107999,9626
108999,9669
109999,9639
110999,9572
111999,9592
112999,9766
113999,9727
114999,9656
115999,9721
116999,9798
117999,9714
118999,9656
119999,9687
120999,9655
121999,9695
122999,9749
123999,9683
124999,9743
125999,9748
126999,9774
127999,9781
128999,9641
129999,9599
130999,9751
131999,9743
132999,9698
133999,9687
134999,9645
135999,9695
136999,9793
137999,9775
138999,9663
139999,9658
140999,9520
141999,9631
142999,9752
143999,9638
144999,9670
145999,9682
146999,9602
147999,9588
148999,9712
149999,9701
150999,9667
151999,9633
152999,9631
153999,9725
154999,9600
155999,9548
156999,9594
157999,9548
158999,9557
159999,9607
160999,9576
161999,9554
162999,9697
163999,9754
164999,9683
165999,9622
166999,9613
167999,9621
168999,9738
169999,9803
170999,9824
171999,9822
172999,9714
173999,9808
174999,9874
175999,9860
176999,9688
177999,9789
178999,9769
179999,9714
180999,9738
181999,9694
182999,9804
183999,9748
184999,9793
185999,9703
186999,9686
187999,9685
188999,9703
189999,9643
190999,9618
191999,9643
192999,9696
193999,9753
194999,9721
195999,9674
196999,9603
197999,9725
198999,9668
199999,9794
200999,9763
201999,9817
202999,9751
203999,9738
204999,9728
205999,9719
206999,9640
207999,9673
208999,9682
209999,9580
210999,9664
211999,9576
212999,9665
213999,9781
214999,9804
215999,9805
216999,9738
217999,9814
218999,9913
219999,9806
220999,9860
221999,9849
222999,9814
223999,9802
224999,9669
225999,9725
226999,9739
227999,9805
228999,9744
229999,9837
230999,9897
231999,9879
232999,9895
233999,9878
234999,9830
235999,9854
236999,9946
237999,9987
238999,9906
239999,9979
240999,10028
241999,9809
242999,9878
243999,9800
244999,9881
245999,9811
246999,9793
247999,9815
248999,9856
249999,9831
250999,9833
251999,9866
252999,10049
253999,10140
254999,9948
255999,9927
256999,9861
257999,9827
258999,9921
259999,10007
260999,10019
261999,9857
262999,9950
263999,9908
264999,9928
265999,9876
266999,9928
267999,9887
268999,9970
269999,10095
270999,10134
271999,10008
272999,10003
273999,9969
274999,9940
275999,10021
276999,9869
277999,9995
278999,9920
279999,9982
280999,9920
281999,9920
282999,9966
283999,9871
284999,9846
285999,9754
286999,9651
287999,9707
288999,9694
289999,9634
290999,9759
291999,9671
292999,9707
293999,9664
294999,9701
295999,9652
296999,9719
297999,9756
298999,9668
299999,9727
300999,9737
301999,9671
302999,9699
303999,9673
304999,9721
305999,9742
306999,9681
307999,9688
308999,9789
309999,9711
310999,9711
311999,9649
312999,9632
313999,9681
314999,9659
315999,9627
316999,9766
317999,9757
318999,9794
319999,9734
320999,9706
321999,9718
322999,9770
323999,9807
324999,9710
325999,9723
326999,9741
327999,9839
328999,9907
329999,9802
330999,9755
331999,9773
332999,9685
333999,9695
334999,9741
335999,9595
336999,9604
337999,9694
338999,9738
339999,9875
340999,9663
341999,9711
342999,9815
343999,9775
344999,9700
345999,9767
346999,9765
347999,9728
348999,9804
349999,9642
350999,9560
351999,9625
352999,9687
353999,9774
354999,9933
355999,9821
356999,9783
357999,9701
358999,9661
359999,9680
360999,9663
361999,9746
362999,9757
363999,9704
364999,9770
365999,9766
366999,9745
367999,9758
368999,9636
369999,9588
370999,9654
371999,9735
372999,9666
373999,9747
374999,9704
375999,9770
376999,9861
377999,9792
378999,9801
379999,9906
380999,9832
381999,9897
382999,9817
383999,9790
384999,9810
385999,9746
386999,9790
387999,9849
388999,9784
389999,9774
390999,9722
391999,9757
392999,9820
393999,9721
394999,9707
395999,9934
396999,9885
397999,9855
398999,9725
399999,9712
400999,9721
401999,9678
402999,9637
403999,9724
404999,9702
405999,9713
406999,9766
407999,9762
408999,9769
409999,9753
410999,9834
411999,9916
412999,9734
413999,9826
414999,9802
415999,9801
416999,9775
417999,9728
418999,9704
419999,9732
420999,9602
421999,9610
422999,9582
423999,9705
424999,9719
425999,9850
426999,9844
427999,9783
428999,9740
429999,9778
430999,9873
431999,9944
432999,9929
433999,9819
434999,9853
435999,9874
436999,10065
437999,9957
438999,9982
439999,9932
440999,9835
441999,9930
442999,10027
443999,9961
444999,9988
445999,10033
446999,10096
447999,10098
448999,10104
449999,9863
450999,9874
451999,10003
452999,9982
453999,10077
454999,10057
455999,10089
456999,10061
457999,10021
458999,9929
459999,10038
460999,9806
461999,9923
462999,9790
463999,9830
464999,9888
465999,9867
466999,10002
467999,10003
468999,9963
469999,9809
470999,9780
471999,9835
472999,9885
473999,9939
474999,9956
475999,9980
476999,9972
477999,9928
478999,10041
479999,10078
480999,9988
481999,10031
482999,10061
483999,10132
484999,10098
485999,10066
486999,10063
487999,9945
488999,9948
489999,9925
490999,9965
491999,10053
492999,10013
493999,10009
494999,10105
495999,10062
496999,10026
497999,10185
498999,10139
499999,10158
500999,10139
501999,10084
502999,10061
503999,10109
504999,10104
505999,10073
506999,10161
507999,10128
508999,10108
509999,9917
510999,9987
511999,10119
512999,10059
513999,10003
514999,10089
515999,10047
516999,10065
517999,10081
518999,10041
519999,10190
520999,10126
521999,10189
522999,10125
523999,10176
524999,10143
525999,10102
526999,10098
527999,10230
528999,10143
529999,10069
530999,10017
531999,10034
532999,10156
533999,10176
534999,10032
535999,10193
536999,10078
537999,10112
538999,10112
539999,10119
540999,10188
541999,10109
542999,10163
543999,10145
544999,10043
545999,10036
546999,10099
547999,10186
548999,10126
549999,10103
550999,10159
551999,10307
552999,10242
553999,10186
554999,10144
555999,10243
556999,10290
557999,10248
558999,10240
559999,10103
560999,10057
561999,10008
562999,10098
563999,10146
564999,10079
565999,10116
566999,10032
567999,10009
568999,9997
569999,10002
570999,10012
571999,10041
572999,10050
573999,10114
574999,10137
575999,10115
576999,10047
577999,10022
578999,10011
579999,10128
580999,10201
581999,10350
582999,10276
583999,10201
584999,10260
585999,10197
586999,10246
587999,10308
588999,10389
589999,10217
590999,10177
591999,10122
592999,10104
593999,10230
594999,10201
595999,10306
596999,10233
597999,10174
598999,10231
599999,10172
600999,10295
601999,10386
602999,10294
603999,10219
604999,10158
605999,10204
606999,10228
607999,10283
608999,10252
609999,10325
610999,10392
611999,10386
612999,10382
613999,10219
614999,10290
615999,10344
616999,10329
617999,10474
618999,10463
619999,10407
620999,10300
621999,10297
622999,10207
623999,10292
624999,10206
625999,10271
626999,10233
627999,10210
628999,10215
629999,10236
630999,10305
631999,10271
632999,10333
633999,10237
634999,10275
635999,10335
636999,10437
637999,10383
638999,10344
639999,10384
640999,10351
641999,10359
642999,10367
643999,10230
644999,10317
645999,10194
646999,10280
647999,10330
648999,10327
649999,10316
650999,10392
651999,10271
652999,10280
653999,10304
654999,10223
655999,10403
656999,10262
657999,10441
658999,10347
659999,10375
660999,10386
661999,10409
662999,10459
663999,10473
664999,10531
665999,10632
666999,10521
667999,10496
668999,10616
669999,10595
670999,10630
671999,10483
672999,10487
673999,10458
674999,10432
675999,10490
676999,10403
677999,10281
678999,10336
679999,10551
680999,10575
681999,10589
682999,10561
683999,10570
684999,10713
685999,10559
686999,10673
687999,10671
688999,10697
689999,10769
690999,10547
691999,10577
692999,10663
693999,10677
694999,10690
695999,10790
696999,10739
697999,10631
698999,10662
699999,10631
700999,10603
701999,10807
702999,10908
703999,10804
704999,10798
705999,10924
706999,10828
707999,10895
708999,10844
709999,10791
710999,10976
711999,10965
712999,10879
713999,11054
714999,11107
715999,11182
716999,11288
717999,11162
718999,11245
719999,11036
720999,10913
721999,10817
722999,10785
723999,10925
724999,11011
725999,11084
726999,11148
727999,11127
728999,11136
729999,10993
730999,10855
731999,10871
732999,10841
733999,10829
734999,10980
735999,10969
736999,10894
737999,11031
738999,11083
739999,11046
740999,11101
741999,10963
742999,10900
743999,11036
744999,11074
745999,11103
746999,11257
747999,11113
748999,11158
749999,11239
750999,11072
751999,10949
752999,11156
753999,10927
754999,10937
755999,10837
756999,10998
757999,11148
758999,11062
759999,11139
760999,11158
761999,11205
762999,11112
763999,11172
764999,11141
765999,11266
766999,11222
767999,11142
768999,11300
769999,11093
770999,11312
771999,11282
772999,11271
773999,11156
774999,11346
775999,11322
776999,11323
777999,11320
778999,11272
779999,11133
780999,11204
781999,10964
782999,11110
783999,11146
784999,11238
785999,11206
786999,11199
787999,11406
788999,11348
789999,11233
790999,11205
791999,11321
792999,11308
793999,11226
794999,11296
795999,11411
796999,11265
797999,11207
798999,11178
799999,11183
800999,11228
801999,11267
802999,11329
803999,11469
804999,11439
805999,11429
806999,11432
807999,11458
808999,11362
809999,11348
810999,11432
811999,11557
812999,11667
813999,11501
814999,11651
815999,11625
816999,11651
817999,11640
818999,11714
819999,11675
820999,11325
821999,10431
822999,10493
823999,10239
824999,10273
825999,10381
826999,10379
827999,10398
828999,10590
829999,10489
830999,10468
831999,10404
832999,10485
833999,10527
834999,10537
835999,10451
836999,10461
837999,10421
838999,10252
839999,10358
840999,10592
841999,10532
842999,10552
843999,10637
844999,10598
845999,10660
846999,10784
847999,10498
848999,10413
849999,10416
850999,10282
851999,10401
852999,10444
853999,10391
854999,10337
855999,10241
856999,10383
857999,10513
858999,10617
859999,10323
860999,10327
861999,10249
862999,10280
863999,10314
864999,10263
865999,10342
866999,10468
867999,10409
868999,10323
869999,10335
870999,10330
871999,10396
872999,10348
873999,10471
874999,10473
875999,10366
876999,10518
877999,10562
878999,10506
879999,10503
880999,10602
881999,10469
882999,10430
883999,10461
884999,10450
885999,10533
886999,10638
887999,10675
888999,10700
889999,10627
890999,10426
891999,10380
892999,10478
893999,10472
894999,10573
895999,10675
896999,10546
897999,10679
898999,10425
899999,10448
900999,10535
901999,10556
902999,10528
903999,10550
904999,10579
905999,10388
906999,10431
907999,10452
908999,10495
909999,10605
910999,10424
911999,10514
912999,10593
913999,10527
914999,10540
915999,10545
916999,10575
917999,10532
918999,10517
919999,10345
920999,10399
921999,10517
922999,10606
923999,10647
924999,10593
925999,10602
926999,10515
927999,10635
928999,10698
929999,10628
930999,10627
931999,10562
932999,10558
933999,10462
934999,10567
935999,10533
936999,10555
937999,10612
938999,10351
939999,10386
940999,10378
941999,10218
942999,10115
943999,10143
944999,10129
945999,10223
946999,10443
947999,10455
948999,10472
949999,10403
950999,10308
951999,10262
952999,10394
953999,10523
954999,10478
955999,10623
956999,10456
957999,10482
958999,10453
959999,10401
960999,10261
961999,10218
962999,10316
963999,10284
964999,10243
965999,10280
966999,10584
967999,10495
968999,10408
969999,10564
970999,10536
971999,10458
972999,10392
973999,10346
974999,10439
975999,10421
976999,10436
977999,10381
978999,10531
979999,10614
980999,10496
981999,10502
982999,10739
983999,10583
984999,10522
985999,10543
986999,10626
987999,10702
988999,10743
989999,10938
990999,10981
991999,10780
992999,10747
993999,10932
994999,10704
995999,10734
996999,10757
997999,10757
998999,10577
999999,10791
