n,ipl
1999,23051
3999,23241
5999,23023
7999,22859
9999,22684
11999,22766
13999,22733
15999,22682
17999,22653
19999,22525
21999,22436
23999,22382
25999,22326
27999,22302
29999,22289
31999,22375
33999,22305
35999,22317
37999,22266
39999,22217
41999,22123
43999,22156
45999,22097
47999,22146
49999,22214
51999,22213
53999,22093
55999,22041
57999,22175
59999,22041
61999,22152
63999,22243
65999,22342
67999,22293
69999,22183
71999,22270
73999,22103
75999,22076
77999,22107
79999,22129
81999,21994
83999,22123
85999,22213
87999,22335
89999,22168
91999,22151
93999,22185
95999,22137
97999,22084
99999,22073
101999,22154
103999,22237
105999,22279
107999,22248
109999,22088
111999,22082
113999,22083
115999,21990
117999,22030
119999,21976
121999,21933
123999,22050
125999,22173
127999,22058
129999,21925
131999,21965
133999,21874
135999,21949
137999,21945
139999,21987
141999,21984
143999,22041
145999,21951
147999,21871
149999,21915
151999,21933
153999,21928
155999,21919
157999,21913
159999,21995
161999,22132
163999,22048
165999,22080
167999,22089
169999,22147
171999,21960
173999,22067
175999,22005
177999,22100
179999,22034
181999,21953
183999,21881
185999,22014
187999,22019
189999,22028
191999,21785
193999,21864
195999,21878
197999,21747
199999,21871
201999,21699
203999,21630
205999,21711
207999,21589
209999,21587
211999,21484
213999,21547
215999,21482
217999,21596
219999,21657
221999,21811
223999,21829
225999,21642
227999,21727
229999,21897
231999,21907
233999,21883
235999,21689
237999,21611
239999,21737
241999,21678
243999,21739
245999,21752
247999,21551
249999,21653
251999,21699
253999,21876
255999,21804
257999,21785
259999,21770
261999,21688
263999,21700
265999,21838
267999,21865
269999,21864
271999,21784
273999,21815
275999,21845
277999,21780
279999,21757
281999,21759
283999,21688
285999,21540
287999,21546
289999,21706
291999,21641
293999,21719
295999,21581
297999,21524
299999,21602
301999,21782
303999,21804
305999,21812
307999,21633
309999,21645
311999,21688
313999,21706
315999,21621
317999,21565
319999,21526
321999,21680
323999,21727
325999,21540
327999,21616
329999,21593
331999,21567
333999,21822
335999,21757
337999,21720
339999,21805
341999,21755
343999,21679
345999,21629
347999,21531
349999,21582
351999,21737
353999,21973
355999,21778
357999,21453
359999,21529
361999,21651
363999,21723
365999,21771
367999,21756
369999,21746
371999,21622
373999,21487
375999,21380
377999,21443
379999,21614
381999,21441
383999,21470
385999,21483
387999,21476
389999,21596
391999,21551
393999,21591
395999,21492
397999,21541
399999,21495
401999,21372
403999,21475
405999,21325
407999,21355
409999,21368
411999,21480
413999,21446
415999,21419
417999,21569
419999,21643
421999,21653
423999,21333
425999,21407
427999,21437
429999,21571
431999,21635
433999,21569
435999,21566
437999,21612
439999,21473
441999,21568
443999,21545
445999,21596
447999,21508
449999,21557
451999,21596
453999,21501
455999,21610
457999,21671
459999,21700
461999,21672
463999,21674
465999,21613
467999,21686
469999,21703
471999,21686
473999,21709
475999,21622
477999,21712
479999,21693
481999,21576
483999,21534
485999,21502
487999,21533
489999,21569
491999,21543
493999,21648
495999,21797
497999,21765
499999,21797
501999,21839
503999,21874
505999,21844
507999,21932
509999,21802
511999,21630
