n,ipl
999,10277
1999,10205
2999,10094
3999,10077
4999,10166
5999,9950
6999,9871
7999,9936
8999,9860
9999,9762
10999,9748
11999,9813
12999,9823
13999,9886
14999,9790
15999,9762
16999,9767
17999,9786
18999,9820
19999,9777
20999,9672
21999,9656
22999,9714
23999,9633
24999,9618
25999,9603
26999,9642
27999,9603
28999,9617
29999,9658
30999,9680
31999,9719
32999,9595
33999,9656
34999,9656
35999,9593
36999,9592
37999,9515
38999,9584
39999,9676
40999,9623
41999,9774
42999,9795
43999,9765
44999,9732
45999,9758
46999,9815
47999,9760
48999,9628
49999,9613
50999,9647
51999,9634
52999,9635
53999,9684
54999,9812
55999,9760
56999,9694
57999,9564
58999,9690
59999,9661
60999,9545
61999,9476
62999,9502
63999,9506
64999,9578
65999,9560
66999,9582
67999,9580
68999,9620
69999,9605
70999,9557
71999,9553
72999,9547
73999,9568
74999,9565
75999,9617
76999,9611
77999,9610
78999,9714
79999,9650
80999,9594
81999,9585
82999,9689
83999,9630
84999,9656
85999,9770
86999,9745
87999,9807
88999,9738
89999,9599
90999,9706
91999,9687
92999,9682
93999,9685
94999,9740
95999,9597
96999,9481
97999,9590
98999,9573
99999,9516
100999,9510
101999,9518
102999,9602
103999,9501
104999,9567
105999,9579
106999,9721
107999,9637
108999,9574
109999,9591
110999,9570
111999,9517
112999,9529
113999,9563
114999,9710
115999,9690
116999,9599
117999,9520
118999,9620
119999,9710
120999,9721
121999,9598
122999,9520
123999,9516
124999,9596
125999,9596
126999,9646
127999,9587
128999,9641
129999,9574
130999,9728
131999,9637
132999,9561
133999,9619
134999,9620
135999,9671
136999,9641
137999,9723
138999,9764
139999,9711
140999,9673
141999,9700
142999,9710
143999,9637
144999,9539
145999,9603
146999,9619
147999,9594
148999,9620
149999,9655
150999,9689
151999,9601
152999,9627
153999,9600
154999,9473
155999,9473
156999,9486
157999,9491
158999,9470
159999,9445
160999,9483
161999,9430
162999,9577
163999,9525
164999,9538
165999,9576
166999,9590
167999,9534
168999,9494
169999,9477
170999,9519
171999,9536
172999,9494
173999,9486
174999,9543
175999,9566
176999,9548
177999,9551
178999,9605
179999,9625
180999,9675
181999,9634
182999,9695
183999,9692
184999,9656
185999,9730
186999,9759
187999,9747
188999,9744
189999,9648
190999,9804
191999,9773
192999,9855
193999,9829
194999,9763
195999,9711
196999,9801
197999,9754
198999,9759
199999,9747
200999,9805
201999,9761
202999,9695
203999,9724
204999,9709
205999,9730
206999,9766
207999,9617
208999,9787
209999,9694
210999,9611
211999,9696
212999,9608
213999,9619
214999,9600
215999,9695
216999,9732
217999,9703
218999,9729
219999,9734
220999,9764
221999,9726
222999,9737
223999,9681
224999,9790
225999,9825
226999,9841
227999,9806
228999,9885
229999,9897
230999,9795
231999,9713
232999,9626
233999,9665
234999,9572
235999,9588
236999,9708
237999,9666
238999,9702
239999,9664
240999,9769
241999,9665
242999,9703
243999,9696
244999,9718
245999,9734
246999,9684
247999,9712
248999,9762
249999,9674
250999,9749
251999,9705
252999,9706
253999,9828
254999,9657
255999,9761
256999,9843
257999,9769
258999,9809
259999,9893
260999,9782
261999,9819
262999,9774
263999,9764
264999,9707
265999,9696
266999,9781
267999,9706
268999,9669
269999,9680
270999,9724
271999,9722
272999,9742
273999,9693
274999,9698
275999,9784
276999,9851
277999,9757
278999,9672
279999,9691
280999,9746
281999,9663
282999,9773
283999,9812
284999,9826
285999,9854
286999,9839
287999,9776
288999,9936
289999,9812
290999,9817
291999,9894
292999,9974
293999,9949
294999,9961
295999,9993
296999,10049
297999,9913
298999,9914
299999,9959
300999,9887
301999,9917
302999,9928
303999,10002
304999,9994
305999,9905
306999,9901
307999,9797
308999,9890
309999,9879
310999,9825
311999,9779
312999,9846
313999,9948
314999,9918
315999,9926
316999,9850
317999,9873
318999,10050
319999,10014
320999,10055
321999,9968
322999,9994
323999,9943
324999,9965
325999,9915
326999,10001
327999,10064
328999,10225
329999,10244
330999,10253
331999,10191
332999,10167
333999,10049
334999,10175
335999,10042
336999,10091
337999,9986
338999,10070
339999,10112
340999,9946
341999,9868
342999,9874
343999,9808
344999,9819
345999,9851
346999,9822
347999,9913
348999,10011
349999,9773
350999,9793
351999,9825
352999,9904
353999,9944
354999,9879
355999,9878
356999,9873
357999,9970
358999,9935
359999,9853
360999,9881
361999,9955
362999,10038
363999,10052
364999,10069
365999,10079
366999,10160
367999,10100
368999,10140
369999,10096
370999,10082
371999,10089
372999,10106
373999,10119
374999,10052
375999,10141
376999,10078
377999,10212
378999,10122
379999,10117
380999,10185
381999,10130
382999,10149
383999,10104
384999,10157
385999,10236
386999,10158
387999,10254
388999,10233
389999,10158
390999,10170
391999,10116
392999,10145
393999,10249
394999,10112
395999,10147
396999,10192
397999,10204
398999,10152
399999,10180
400999,10207
401999,10209
402999,10200
403999,10115
404999,10210
405999,10147
406999,10146
407999,10220
408999,10312
409999,10185
410999,10183
411999,10178
412999,10200
413999,10245
414999,10400
415999,10311
416999,10220
417999,10271
418999,10185
419999,10272
420999,10311
421999,10346
422999,10340
423999,10296
424999,10018
425999,10074
426999,10114
427999,10096
428999,10130
429999,10095
430999,10064
431999,10058
432999,10067
433999,10099
434999,10129
435999,9998
436999,10136
437999,10165
438999,10197
439999,10187
440999,10132
441999,10074
442999,10188
443999,10225
444999,10219
445999,10306
446999,10182
447999,10129
448999,10133
449999,10165
450999,10214
451999,10313
452999,10196
453999,10157
454999,10058
455999,10119
456999,10121
457999,10088
458999,10187
459999,10204
460999,10211
461999,10406
462999,10189
463999,10167
464999,10229
465999,10296
466999,10254
467999,10273
468999,10189
469999,10276
470999,10350
471999,10351
472999,10330
473999,10347
474999,10293
475999,10333
476999,10391
477999,10343
478999,10467
479999,10486
480999,10387
481999,10287
482999,10350
483999,10338
484999,10303
485999,10341
486999,10326
487999,10270
488999,10342
489999,10364
490999,10328
491999,10400
492999,10491
493999,10544
494999,10571
495999,10541
496999,10518
497999,10552
498999,10568
499999,10596
500999,10668
501999,10471
502999,10510
503999,10604
504999,10571
505999,10529
506999,10495
507999,10619
508999,10599
