n,ipl
1999,23167
3999,22893
5999,22735
7999,22580
9999,22740
11999,22530
13999,22502
15999,22477
17999,22309
19999,22219
21999,22170
23999,22151
25999,22138
27999,22235
29999,22132
31999,22087
33999,22057
35999,22081
37999,22094
39999,22090
41999,22181
43999,22224
45999,22219
47999,22159
49999,21983
51999,22054
53999,22030
55999,22118
57999,22094
59999,22007
61999,21924
63999,21948
65999,22029
67999,22030
69999,22226
71999,22244
73999,22285
75999,22035
77999,21983
79999,21952
81999,21965
83999,21976
85999,21977
87999,21912
89999,22034
91999,22017
93999,21990
95999,21862
97999,21790
99999,21743
101999,21737
103999,21763
105999,21783
107999,21726
109999,21794
111999,21762
113999,21863
115999,21834
117999,21657
119999,21701
121999,21777
123999,21822
125999,21884
127999,21814
129999,21740
131999,21753
133999,21852
135999,21799
137999,21676
139999,21794
141999,21847
143999,21788
145999,21735
147999,21680
149999,21747
151999,21944
153999,21987
155999,21986
157999,22002
159999,21695
161999,21823
163999,21744
165999,21741
167999,21825
169999,22065
171999,22017
173999,21921
175999,21849
177999,21938
179999,21676
181999,21697
183999,21734
185999,21573
187999,21572
189999,21554
191999,21632
193999,21566
195999,21474
197999,21587
199999,21431
201999,21518
203999,21570
205999,21626
207999,21561
209999,21620
211999,21729
213999,21576
215999,21618
217999,21567
219999,21560
221999,21671
223999,21681
225999,21555
227999,21516
229999,21424
231999,21361
233999,21492
235999,21537
237999,21514
239999,21687
241999,21663
243999,21783
245999,21670
247999,21768
249999,21611
251999,21521
253999,21716
255999,21661
257999,21564
259999,21541
261999,21572
263999,21530
265999,21620
267999,21609
269999,21719
271999,21690
273999,21614
275999,21606
277999,21654
279999,21691
281999,21688
283999,21718
285999,21873
287999,21840
289999,21743
291999,21823
293999,21706
295999,21574
297999,21601
299999,21665
301999,21699
303999,21748
305999,21795
307999,21768
309999,21635
311999,21709
313999,21671
315999,21718
317999,21727
319999,21823
321999,21821
323999,21777
325999,21925
327999,21842
329999,21914
331999,21817
333999,21886
335999,21625
337999,21570
339999,21621
341999,21801
343999,21688
345999,21590
347999,21664
349999,21793
351999,21818
353999,21801
355999,21742
357999,21669
359999,21646
361999,21679
363999,21773
365999,21835
367999,21812
369999,21914
371999,22037
373999,21960
375999,21837
377999,21941
379999,21962
381999,22093
383999,21950
385999,21963
387999,21772
389999,21840
