n,ipl
10000,155737
15000,245677
20000,339397
25000,435836
30000,534087
35000,633822
40000,735072
45000,837499
50000,941214
55000,1046020
60000,1151229
65000,1256942
70000,1363694
75000,1471460
80000,1579806
85000,1688598
90000,1797540
95000,1907501
100000,2017818
105000,2128571
110000,2239666
115000,2351045
120000,2462386
125000,2575214
130000,2689016
135000,2802424
140000,2916323
145000,3030010
150000,3144210
155000,3257745
160000,3373405
165000,3488607
170000,3603990
175000,3719947
180000,3836046
185000,3952210
190000,4068483
195000,4185681
200000,4302813
