n,ipl
10000,155138
15000,244491
20000,336973
25000,432276
30000,529198
35000,628347
40000,728843
45000,830242
50000,933304
55000,1037188
60000,1141572
65000,1246813
70000,1353027
75000,1459934
80000,1567961
85000,1676021
90000,1784792
95000,1893439
100000,2002491
105000,2112938
110000,2223025
115000,2333777
120000,2444806
125000,2556769
130000,2668592
135000,2781133
140000,2893810
145000,3007322
150000,3120574
155000,3234726
160000,3348553
165000,3463130
170000,3577798
175000,3692207
180000,3806961
185000,3922875
190000,4038821
195000,4154512
200000,4270269
