n,ipl
10000,160390
15000,252568
20000,348045
25000,445897
30000,545756
35000,647650
40000,750867
45000,855647
50000,960910
55000,1067105
60000,1174510
65000,1282631
70000,1391824
75000,1501250
80000,1610889
85000,1721649
90000,1833431
95000,1945254
100000,2057108
105000,2169730
110000,2283107
115000,2396981
120000,2511340
125000,2625860
130000,2740437
135000,2855959
140000,2971177
145000,3086975
150000,3202805
155000,3319698
160000,3435826
165000,3553182
170000,3670602
175000,3788162
180000,3906363
185000,4024684
190000,4142278
195000,4260345
200000,4379416
