n,ipl
10000,158111
15000,249714
20000,344600
25000,441538
30000,541172
35000,642116
40000,744063
45000,847311
50000,951680
55000,1057545
60000,1164491
65000,1271968
70000,1379659
75000,1488087
80000,1597725
85000,1707820
90000,1818105
95000,1929408
100000,2040411
105000,2152254
110000,2264888
115000,2377033
120000,2490137
125000,2603778
130000,2717532
135000,2831978
140000,2946593
145000,3061950
150000,3176742
155000,3292444
160000,3408315
165000,3524906
170000,3640463
175000,3757709
180000,3874663
185000,3992059
190000,4110124
195000,4227575
200000,4345635
