n,ipl
10000,154819
15000,244196
20000,337365
25000,433009
30000,530683
35000,629789
40000,731043
45000,832911
50000,935264
55000,1039893
60000,1145155
65000,1250665
70000,1356943
75000,1464496
80000,1571678
85000,1679773
90000,1788704
95000,1898192
100000,2008189
105000,2119109
110000,2229451
115000,2340073
120000,2451554
125000,2563408
130000,2675498
135000,2788584
140000,2901569
145000,3014928
150000,3128487
155000,3241685
160000,3356580
165000,3471460
170000,3586665
175000,3702191
180000,3818272
185000,3933914
190000,4049550
195000,4165974
200000,4281786
