n,ipl
10000,149859
15000,236867
20000,327310
25000,419892
30000,514842
35000,611325
40000,709768
45000,808912
50000,909059
55000,1010484
60000,1112718
65000,1216263
70000,1319954
75000,1424359
80000,1529514
85000,1635094
90000,1741162
95000,1848118
100000,1955520
105000,2063608
110000,2171565
115000,2279182
120000,2388139
125000,2497366
130000,2607199
135000,2717395
140000,2827733
145000,2939257
150000,3050412
155000,3161691
160000,3273290
165000,3385996
170000,3498668
175000,3611113
180000,3723892
185000,3836803
190000,3950107
195000,4063780
200000,4177529
