n,ipl
10000,167912
15000,264151
20000,363013
25000,464593
30000,568335
35000,673633
40000,780663
45000,889355
50000,998031
55000,1108747
60000,1220156
65000,1332063
70000,1444681
75000,1557850
80000,1671535
85000,1785968
90000,1900931
95000,2016491
100000,2133479
105000,2250368
110000,2367608
115000,2485993
120000,2603635
125000,2722200
130000,2841312
135000,2959750
140000,3079343
145000,3198363
150000,3318277
155000,3437741
160000,3559421
165000,3680769
170000,3802106
175000,3923170
180000,4044515
185000,4166357
190000,4288306
195000,4410895
200000,4533433
