n,ipl
10000,154548
15000,243519
20000,336011
25000,431154
30000,528499
35000,627464
40000,727759
45000,828962
50000,931450
55000,1034722
60000,1139217
65000,1244089
70000,1350195
75000,1456728
80000,1565007
85000,1672669
90000,1781077
95000,1890161
100000,1999553
105000,2109228
110000,2220100
115000,2331157
120000,2443176
125000,2554485
130000,2666909
135000,2779452
140000,2892305
145000,3005460
150000,3118796
155000,3232699
160000,3347095
165000,3461114
170000,3575469
175000,3690710
180000,3805316
185000,3920815
190000,4036175
195000,4152201
200000,4268661
