n,ipl
10000,154625
15000,243631
20000,336515
25000,431070
30000,528170
35000,627122
40000,727445
45000,829512
50000,932565
55000,1036027
60000,1140456
65000,1245438
70000,1351243
75000,1457938
80000,1565317
85000,1673412
90000,1782134
95000,1891249
100000,2000997
105000,2111399
110000,2222130
115000,2333073
120000,2444487
125000,2556206
130000,2668281
135000,2781119
140000,2893790
145000,3007177
150000,3120624
155000,3234768
160000,3348887
165000,3462995
170000,3578273
175000,3693156
180000,3808641
185000,3924270
190000,4040030
195000,4155578
200000,4271734
