n,ipl
1000,10547
1050,11187
1100,11776
1150,12376
1200,12965
1250,13626
1300,14249
1350,14891
1400,15556
1450,16201
1500,16889
1550,17541
1600,18193
1650,18876
1700,19543
1750,20217
1800,20895
1850,21518
1900,22212
1950,22884
2000,23578
