n,ipl
1000,11254
1050,12927
1100,14091
1150,13298
1200,14116
1250,15204
1300,15755
1350,15721
1400,18212
1450,18175
1500,19671
1550,19619
1600,20590
1650,21195
1700,21353
1750,23565
1800,23958
1850,27283
1900,24365
1950,26181
2000,28300
