n,ipl
1000,11420
1050,12072
1100,12755
1150,13446
1200,14155
1250,14850
1300,15577
1350,16278
1400,16998
1450,17717
1500,18412
1550,19098
1600,19767
1650,20511
1700,21188
1750,21962
1800,22716
1850,23463
1900,24223
1950,24916
2000,25640
